Sl no.,State Name,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,KERELA,Kollam,Anchal,Amaranthus,Other,FAQ,4500,4700,4600,4/14/2021
2,KERELA,Kollam,Chathanoor,Amaranthus,Other,FAQ,3800,4200,4000,4/14/2021
3,KERELA,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,2600,3000,2800,4/14/2021
4,KERELA,Idukki,Adimali,Amaranthus,Amaranthus,FAQ,3000,3000,3000,4/13/2021
5,KERELA,Alappuzha,Alappuzha,Amaranthus,Other,FAQ,3000,3200,3100,4/13/2021
6,KERELA,Ernakulam,Aluva,Amaranthus,Amaranthus,FAQ,3000,4000,3500,4/13/2021
7,KERELA,Kollam,Anchal,Amaranthus,Other,FAQ,3700,3900,3800,4/13/2021
8,KERELA,Ernakulam,Angamaly,Amaranthus,Amaranthus,FAQ,2000,3000,2500,4/13/2021
9,KERELA,Thiruvananthapuram,Anyara(EEC),Amaranthus,Amaranthus,FAQ,2500,2700,2600,4/13/2021
10,KERELA,Thiruvananthapuram,Attingal,Amaranthus,Other,FAQ,2500,3000,3000,4/13/2021
11,KERELA,Thiruvananthapuram,Chala,Amaranthus,Amaranthus,FAQ,3000,3050,3024,4/13/2021
12,KERELA,Thirssur,Chelakkara,Amaranthus,Other,FAQ,1800,2000,1900,4/13/2021
13,KERELA,Alappuzha,Harippad,Amaranthus,Other,FAQ,3000,3500,3000,4/13/2021
14,KERELA,Kozhikode(Calicut),Kallachi,Amaranthus,Amaranthus,FAQ,2000,2400,2200,4/13/2021
15,KERELA,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,2500,2700,2600,4/13/2021
16,KERELA,Palakad,Kollengode,Amaranthus,Other,FAQ,8000,10000,9000,4/13/2021
17,KERELA,Malappuram,Kondotty,Amaranthus,Other,FAQ,1500,1700,1600,4/13/2021
18,KERELA,Ernakulam,Kothamangalam,Amaranthus,Other,FAQ,2500,3200,3000,4/13/2021
19,KERELA,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,2600,3000,2800,4/13/2021
20,KERELA,Kasargod,Neeleswaram,Amaranthus,Other,FAQ,2500,3500,3000,4/13/2021
21,KERELA,Palakad,Palakkad,Amaranthus,Amaranthus,FAQ,2000,2500,2300,4/13/2021
22,KERELA,Palakad,Palakkad,Amaranthus,Other,FAQ,2000,2500,2300,4/13/2021
23,KERELA,Pathanamthitta,Pandalam,Amaranthus,Amaranthus,FAQ,2800,2800,2800,4/13/2021
24,KERELA,Palakad,Pattambi,Amaranthus,Other,FAQ,1800,2000,1900,4/13/2021
25,KERELA,Kannur,Payyannur,Amaranthus,Other,FAQ,3300,3500,3400,4/13/2021
26,KERELA,Ernakulam,Perumbavoor,Amaranthus,Amaranthus,FAQ,2500,3500,3000,4/13/2021
27,TRIPURA,Dhalai,Kulai,Amaranthus,Amaranthus,FAQ,400,600,500,4/13/2021
28,,Unokoti,Pabiacherra,Amaranthus,Amaranthus,FAQ,480,550,520,4/13/2021
29,KERELA,Kollam,Anchal,Amaranthus,Other,FAQ,3500,3700,3600,4/12/2021
30,KERELA,Ernakulam,Angamaly,Amaranthus,Amaranthus,FAQ,2000,3000,2500,4/12/2021
31,KERELA,Thiruvananthapuram,Anyara(EEC),Amaranthus,Amaranthus,FAQ,2500,2700,2600,4/12/2021
32,KERELA,Alappuzha,Cherthala,Amaranthus,Other,FAQ,7500,7600,7550,4/12/2021
33,KERELA,Malappuram,Kottakkal,Amaranthus,Other,FAQ,1800,1900,1860,4/12/2021
34,KERELA,Pathanamthitta,Kuttoor,Amaranthus,Amaranthus,FAQ,2000,2400,2200,4/12/2021
35,KERELA,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,FAQ,1600,2000,1800,4/12/2021
36,KERELA,Thiruvananthapuram,Neyyatinkara,Amaranthus,Amaranthus,FAQ,4300,4500,4400,4/12/2021
37,KERELA,Palakad,Palakkad,Amaranthus,Amaranthus,FAQ,2000,3000,2600,4/12/2021
38,KERELA,Palakad,Palakkad,Amaranthus,Other,FAQ,2000,3000,2600,4/12/2021
39,KERELA,Palakad,Pattambi,Amaranthus,Other,FAQ,1800,2000,1900,4/12/2021
40,KERELA,Kannur,Payyannur,Amaranthus,Other,FAQ,3300,3500,3400,4/12/2021
41,KERELA,Wayanad,Pulpally,Amaranthus,Other,FAQ,1800,2000,1900,4/12/2021
42,KERELA,Kollam,Anchal,Amaranthus,Other,FAQ,4300,4500,4400,4/11/2021
43,KERELA,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,2600,2800,2700,4/11/2021
44,KERELA,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,2400,3200,2800,4/11/2021
45,TRIPURA,Dhalai,Kulai,Amaranthus,Amaranthus,FAQ,500,700,600,4/11/2021
46,,Unokoti,Pabiacherra,Amaranthus,Amaranthus,FAQ,500,580,550,4/11/2021
47,KERELA,Kollam,Anchal,Amaranthus,Other,FAQ,3300,3500,3400,4/10/2021
48,KERELA,Thiruvananthapuram,Anyara(EEC),Amaranthus,Amaranthus,FAQ,2500,2700,2600,4/10/2021
49,KERELA,Thiruvananthapuram,Attingal,Amaranthus,Other,FAQ,2000,2500,2500,4/10/2021
50,KERELA,Kollam,Chathanoor,Amaranthus,Other,FAQ,2800,3200,3000,4/10/2021
51,KERELA,Thirssur,Chelakkara,Amaranthus,Other,FAQ,1500,1800,1700,4/10/2021
52,KERELA,Alappuzha,Cherthala,Amaranthus,Other,FAQ,8000,8200,8100,4/10/2021
53,KERELA,Kozhikode(Calicut),Kallachi,Amaranthus,Amaranthus,FAQ,1800,2200,2000,4/10/2021
54,KERELA,Malappuram,Kottakkal,Amaranthus,Other,FAQ,1800,1900,1860,4/10/2021
55,KERELA,Alappuzha,Madhavapuram,Amaranthus,Other,FAQ,3000,3500,3400,4/10/2021
56,KERELA,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,2400,3200,2800,4/10/2021
57,KERELA,Kozhikode(Calicut),Palayam,Amaranthus,Other,FAQ,1400,1600,1500,4/10/2021
58,KERELA,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,3500,3900,3700,4/10/2021
59,KERELA,Pathanamthitta,Parakkodu,Amaranthus,Other,FAQ,2000,2200,2200,4/10/2021
60,KERELA,Kannur,Payyannur,Amaranthus,Other,FAQ,3300,3500,3400,4/10/2021
61,KERELA,Ernakulam,Piravam,Amaranthus,Other,FAQ,2500,3000,2800,4/10/2021
62,KERELA,Thiruvananthapuram,Pothencode,Amaranthus,Other,FAQ,3000,3300,3200,4/10/2021
63,KERELA,Pathanamthitta,Ranniangadi,Amaranthus,Amaranthus,FAQ,3000,3100,3000,4/10/2021
64,TRIPURA,Dhalai,Kulai,Amaranthus,Amaranthus,FAQ,500,700,600,4/10/2021
65,,Unokoti,Pabiacherra,Amaranthus,Amaranthus,FAQ,500,600,550,4/10/2021
66,KERELA,Idukki,Adimali,Amaranthus,Amaranthus,FAQ,3000,3000,3000,4/9/2021
67,KERELA,Ernakulam,Aluva,Amaranthus,Amaranthus,FAQ,3000,4000,3500,4/9/2021
68,KERELA,Kollam,Anchal,Amaranthus,Other,FAQ,3600,3800,3700,4/9/2021
69,KERELA,Ernakulam,Angamaly,Amaranthus,Amaranthus,FAQ,2000,3000,2500,4/9/2021
70,KERELA,Thiruvananthapuram,Attingal,Amaranthus,Other,FAQ,2000,3000,2500,4/9/2021
71,KERELA,Thiruvananthapuram,Chala,Amaranthus,Amaranthus,FAQ,3000,3050,3024,4/9/2021
72,KERELA,Kollam,Chathanoor,Amaranthus,Other,FAQ,2800,3200,3000,4/9/2021
73,KERELA,Thirssur,Chelakkara,Amaranthus,Other,FAQ,1600,1800,1700,4/9/2021
74,KERELA,Alappuzha,Cherthala,Amaranthus,Other,FAQ,8000,8200,8100,4/9/2021
75,KERELA,Alappuzha,Harippad,Amaranthus,Other,FAQ,3000,3500,3000,4/9/2021
76,KERELA,Kozhikode(Calicut),Kallachi,Amaranthus,Amaranthus,FAQ,1800,2200,2000,4/9/2021
77,KERELA,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,2600,2800,2700,4/9/2021
78,KERELA,Ernakulam,Kothamangalam,Amaranthus,Other,FAQ,2000,3000,2500,4/9/2021
79,KERELA,Malappuram,Kottakkal,Amaranthus,Other,FAQ,1700,1800,1750,4/9/2021
80,KERELA,Pathanamthitta,Kuttoor,Amaranthus,Amaranthus,FAQ,2000,2400,2200,4/9/2021
81,KERELA,Alappuzha,Madhavapuram,Amaranthus,Other,FAQ,3000,3400,3200,4/9/2021
82,KERELA,Wayanad,Manathavady,Amaranthus,Other,FAQ,1900,2000,2000,4/9/2021
83,KERELA,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,2400,3200,2800,4/9/2021
84,KERELA,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,FAQ,1600,2000,1800,4/9/2021
85,KERELA,Thiruvananthapuram,Nedumangadu,Amaranthus,Amaranthus,FAQ,2500,2600,2500,4/9/2021
86,KERELA,Thiruvananthapuram,Neyyatinkara,Amaranthus,Amaranthus,FAQ,4600,5000,4800,4/9/2021
87,KERELA,Palakad,Palakkad,Amaranthus,Amaranthus,FAQ,2000,2600,2400,4/9/2021
88,KERELA,Palakad,Palakkad,Amaranthus,Other,FAQ,2000,2600,2400,4/9/2021
89,KERELA,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,3000,3400,3200,4/9/2021
90,KERELA,Pathanamthitta,Pandalam,Amaranthus,Amaranthus,FAQ,2800,2800,2800,4/9/2021
91,KERELA,Pathanamthitta,Parakkodu,Amaranthus,Other,FAQ,2000,2200,2200,4/9/2021
92,KERELA,Malappuram,Parappanangadi,Amaranthus,Other,FAQ,1100,1400,1200,4/9/2021
93,KERELA,Thiruvananthapuram,Parassala,Amaranthus,Amaranthus,FAQ,2800,3200,2800,4/9/2021
94,KERELA,Palakad,Pattambi,Amaranthus,Other,FAQ,1800,2000,1900,4/9/2021
95,KERELA,Kannur,Payyannur,Amaranthus,Other,FAQ,3300,3500,3400,4/9/2021
96,KERELA,Ernakulam,Piravam,Amaranthus,Other,FAQ,2000,2500,2200,4/9/2021
97,KERELA,Wayanad,Pulpally,Amaranthus,Other,FAQ,1800,2000,1900,4/9/2021
98,KERELA,Kollam,Sasthamkotta,Amaranthus,Other,FAQ,5500,6500,6000,4/9/2021
99,KERELA,Kozhikode(Calicut),Thamarassery,Amaranthus,Other,FAQ,1900,2300,2100,4/9/2021
100,KERELA,Malappuram,Thirurrangadi,Amaranthus,Other,FAQ,2100,2200,2200,4/9/2021
101,KERELA,Thirssur,Thrissur,Amaranthus,Amaranthus,FAQ,1600,1800,1700,4/9/2021
102,KERELA,Thiruvananthapuram,Vamanapuram,Amaranthus,Other,FAQ,3000,3500,3200,4/9/2021
103,KERELA,Palakad,Vithinasserri,Amaranthus,Amaranthus,FAQ,1500,1500,1500,4/9/2021
104,TRIPURA,Dhalai,Kulai,Amaranthus,Amaranthus,FAQ,500,700,600,4/9/2021
105,,Unokoti,Pabiacherra,Amaranthus,Amaranthus,FAQ,550,600,580,4/9/2021
106,KERELA,Idukki,Adimali,Amaranthus,Amaranthus,FAQ,2800,2800,2800,4/8/2021
107,KERELA,Kollam,Anchal,Amaranthus,Other,FAQ,3600,3800,3700,4/8/2021
108,KERELA,Ernakulam,Angamaly,Amaranthus,Amaranthus,FAQ,2000,3000,2500,4/8/2021
109,KERELA,Thiruvananthapuram,Anyara(EEC),Amaranthus,Amaranthus,FAQ,2500,2700,2600,4/8/2021
110,KERELA,Thiruvananthapuram,Attingal,Amaranthus,Other,FAQ,2500,3000,3000,4/8/2021
111,KERELA,Thiruvananthapuram,Chala,Amaranthus,Amaranthus,FAQ,3000,3050,3024,4/8/2021
112,KERELA,Thirssur,Chalakudy,Amaranthus,Other,FAQ,3300,3500,3400,4/8/2021
113,KERELA,Kollam,Chathanoor,Amaranthus,Other,FAQ,2800,3200,3000,4/8/2021
114,KERELA,Thirssur,Chelakkara,Amaranthus,Other,FAQ,1600,1800,1700,4/8/2021
115,KERELA,Pathanamthitta,Ezhamkulam,Amaranthus,Other,FAQ,1300,1500,1400,4/8/2021
116,KERELA,Alappuzha,Harippad,Amaranthus,Other,FAQ,3000,3500,3000,4/8/2021
117,KERELA,Kozhikode(Calicut),Kallachi,Amaranthus,Amaranthus,FAQ,1800,2200,2000,4/8/2021
118,KERELA,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,2600,2800,2700,4/8/2021
119,KERELA,Malappuram,Kondotty,Amaranthus,Other,FAQ,1500,1700,1600,4/8/2021
120,KERELA,Malappuram,Kottakkal,Amaranthus,Other,FAQ,1800,1900,1850,4/8/2021
121,KERELA,Pathanamthitta,Kuttoor,Amaranthus,Amaranthus,FAQ,2000,2400,2200,4/8/2021
122,KERELA,Alappuzha,Madhavapuram,Amaranthus,Other,FAQ,3200,3500,3400,4/8/2021
123,KERELA,Wayanad,Manathavady,Amaranthus,Other,FAQ,1850,1900,1900,4/8/2021
124,KERELA,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,2400,3200,2800,4/8/2021
125,KERELA,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,FAQ,1600,2000,1800,4/8/2021
126,KERELA,Thiruvananthapuram,Neyyatinkara,Amaranthus,Amaranthus,FAQ,5300,5500,5400,4/8/2021
127,KERELA,Palakad,Palakkad,Amaranthus,Amaranthus,FAQ,2500,3000,2800,4/8/2021
128,KERELA,Palakad,Palakkad,Amaranthus,Other,FAQ,2500,3000,2800,4/8/2021
129,KERELA,Kozhikode(Calicut),Palayam,Amaranthus,Other,FAQ,1400,1600,1500,4/8/2021
130,KERELA,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,3000,3400,3200,4/8/2021
131,KERELA,Pathanamthitta,Parakkodu,Amaranthus,Other,FAQ,2200,2200,2200,4/8/2021
132,KERELA,Malappuram,Parappanangadi,Amaranthus,Other,FAQ,1000,1000,1000,4/8/2021
133,KERELA,Palakad,Pattambi,Amaranthus,Other,FAQ,1800,2000,1900,4/8/2021
134,KERELA,Kannur,Payyannur,Amaranthus,Other,FAQ,3300,3500,3400,4/8/2021
135,KERELA,Ernakulam,Perumbavoor,Amaranthus,Amaranthus,FAQ,2000,3000,2500,4/8/2021
136,KERELA,Ernakulam,Piravam,Amaranthus,Other,FAQ,2500,3500,3000,4/8/2021
137,KERELA,Wayanad,Pulpally,Amaranthus,Other,FAQ,1800,2000,1900,4/8/2021
138,KERELA,Kollam,Punalur,Amaranthus,Amaranthus,FAQ,2800,3200,3000,4/8/2021
139,KERELA,Kottayam,Thalayolaparambu,Amaranthus,Amaranthus,FAQ,1700,2300,2000,4/8/2021
140,KERELA,Kozhikode(Calicut),Thamarassery,Amaranthus,Other,FAQ,1700,2300,1900,4/8/2021
141,KERELA,Malappuram,Thirurrangadi,Amaranthus,Other,FAQ,1400,1600,1500,4/8/2021
142,KERELA,Idukki,Thodupuzha,Amaranthus,Other,FAQ,1600,1800,1800,4/8/2021
143,KERELA,Thirssur,Thrissur,Amaranthus,Amaranthus,FAQ,1600,1800,1700,4/8/2021
144,,Unokoti,Pabiacherra,Amaranthus,Amaranthus,FAQ,550,600,580,4/8/2021
145,KERELA,Ernakulam,Aluva,Amaranthus,Amaranthus,FAQ,3000,4000,3500,4/7/2021
146,KERELA,Kollam,Anchal,Amaranthus,Other,FAQ,4600,4800,4700,4/7/2021
147,KERELA,Ernakulam,Angamaly,Amaranthus,Amaranthus,FAQ,2000,3000,2500,4/7/2021
148,KERELA,Thiruvananthapuram,Anyara(EEC),Amaranthus,Amaranthus,FAQ,2500,2700,2600,4/7/2021
149,KERELA,Thiruvananthapuram,Attingal,Amaranthus,Other,FAQ,2500,3000,3000,4/7/2021
150,KERELA,Thirssur,Chalakudy,Amaranthus,Other,FAQ,2000,2200,2100,4/7/2021
151,KERELA,Thirssur,Chelakkara,Amaranthus,Other,FAQ,1600,1800,1700,4/7/2021
152,KERELA,Alappuzha,Harippad,Amaranthus,Other,FAQ,3000,3500,3000,4/7/2021
153,KERELA,Kozhikode(Calicut),Kallachi,Amaranthus,Amaranthus,FAQ,1800,2200,2000,4/7/2021
154,KERELA,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,2700,2900,2800,4/7/2021
155,KERELA,Malappuram,Kondotty,Amaranthus,Other,FAQ,1400,1600,1500,4/7/2021
156,KERELA,Malappuram,Kottakkal,Amaranthus,Other,FAQ,1800,1900,1850,4/7/2021
157,KERELA,Pathanamthitta,Kuttoor,Amaranthus,Amaranthus,FAQ,2000,2400,2200,4/7/2021
158,KERELA,Alappuzha,Madhavapuram,Amaranthus,Other,FAQ,2500,2900,2700,4/7/2021
159,KERELA,Wayanad,Manathavady,Amaranthus,Other,FAQ,1900,1950,1950,4/7/2021
160,KERELA,Malappuram,Manjeri,Amaranthus,Other,FAQ,1600,1700,1650,4/7/2021
161,KERELA,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,2400,3200,2800,4/7/2021
162,KERELA,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,FAQ,1600,2000,1800,4/7/2021
163,KERELA,Thiruvananthapuram,Nedumangadu,Amaranthus,Amaranthus,FAQ,2500,2600,2600,4/7/2021
164,KERELA,Thiruvananthapuram,Neyyatinkara,Amaranthus,Amaranthus,FAQ,4600,5000,4800,4/7/2021
165,KERELA,Palakad,Palakkad,Amaranthus,Amaranthus,FAQ,2000,2500,2300,4/7/2021
166,KERELA,Palakad,Palakkad,Amaranthus,Other,FAQ,2000,2500,2300,4/7/2021
167,KERELA,Kozhikode(Calicut),Palayam,Amaranthus,Other,FAQ,1300,1500,1400,4/7/2021
168,KERELA,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,3500,3900,3700,4/7/2021
169,KERELA,Pathanamthitta,Parakkodu,Amaranthus,Other,FAQ,2000,2200,2200,4/7/2021
170,KERELA,Malappuram,Parappanangadi,Amaranthus,Other,FAQ,1100,1400,1200,4/7/2021
171,KERELA,Palakad,Pattambi,Amaranthus,Other,FAQ,1800,2000,1900,4/7/2021
172,KERELA,Kannur,Payyannur,Amaranthus,Other,FAQ,3300,3500,3400,4/7/2021
173,KERELA,Ernakulam,Perumbavoor,Amaranthus,Amaranthus,FAQ,2000,3000,2500,4/7/2021
174,KERELA,Ernakulam,Piravam,Amaranthus,Other,FAQ,2500,3000,2800,4/7/2021
175,KERELA,Thiruvananthapuram,Pothencode,Amaranthus,Other,FAQ,3000,3200,3100,4/7/2021
176,KERELA,Wayanad,Pulpally,Amaranthus,Other,FAQ,1800,2000,1900,4/7/2021
177,KERELA,Kozhikode(Calicut),Quilandy,Amaranthus,Other,FAQ,2000,2200,2000,4/7/2021
178,KERELA,Pathanamthitta,Ranniangadi,Amaranthus,Amaranthus,FAQ,3000,3200,3100,4/7/2021
179,KERELA,Kottayam,Thalayolaparambu,Amaranthus,Amaranthus,FAQ,2000,2500,2300,4/7/2021
180,KERELA,Malappuram,Thirurrangadi,Amaranthus,Other,FAQ,2000,2000,2000,4/7/2021
181,KERELA,Idukki,Thodupuzha,Amaranthus,Other,FAQ,1600,1800,1800,4/7/2021
182,KERELA,Thirssur,Thrissur,Amaranthus,Amaranthus,FAQ,1500,1700,1600,4/7/2021
183,KERELA,Palakad,Vadakkenchery,Amaranthus,Other,FAQ,3000,3800,3400,4/7/2021
184,KERELA,Thiruvananthapuram,Vamanapuram,Amaranthus,Other,FAQ,3500,4000,3800,4/7/2021
185,KERELA,Palakad,Vithinasserri,Amaranthus,Amaranthus,FAQ,1500,1500,1500,4/7/2021
186,,Unokoti,Pabiacherra,Amaranthus,Amaranthus,FAQ,550,600,580,4/7/2021
187,KERELA,Kollam,Anchal,Amaranthus,Other,FAQ,2800,3000,2900,4/6/2021
188,KERELA,Thiruvananthapuram,Anyara(EEC),Amaranthus,Amaranthus,FAQ,2500,2700,2600,4/6/2021
189,KERELA,Thiruvananthapuram,Attingal,Amaranthus,Other,FAQ,2500,3000,3000,4/6/2021
190,KERELA,Thirssur,Chalakudy,Amaranthus,Other,FAQ,2000,2000,2000,4/6/2021
191,KERELA,Kollam,Chathanoor,Amaranthus,Other,FAQ,2800,3200,3000,4/6/2021
192,KERELA,Thirssur,Chelakkara,Amaranthus,Other,FAQ,1800,2000,1900,4/6/2021
193,KERELA,Kozhikode(Calicut),Kallachi,Amaranthus,Amaranthus,FAQ,1800,2200,2000,4/6/2021
194,KERELA,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,2600,2800,2700,4/6/2021
195,KERELA,Malappuram,Kondotty,Amaranthus,Other,FAQ,1400,1600,1500,4/6/2021
196,KERELA,Malappuram,Kottakkal,Amaranthus,Other,FAQ,1800,1900,1850,4/6/2021
197,KERELA,Wayanad,Manathavady,Amaranthus,Other,FAQ,1800,1850,1850,4/6/2021
198,KERELA,Malappuram,Manjeri,Amaranthus,Other,FAQ,1600,1700,1650,4/6/2021
199,KERELA,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,2400,3200,2800,4/6/2021
200,KERELA,Kozhikode(Calicut),Palayam,Amaranthus,Other,FAQ,1300,1500,1400,4/6/2021
201,KERELA,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,3500,3900,3700,4/6/2021
202,KERELA,Pathanamthitta,Parakkodu,Amaranthus,Other,FAQ,2000,2200,2200,4/6/2021
203,KERELA,Malappuram,Parappanangadi,Amaranthus,Other,FAQ,1100,1500,1400,4/6/2021
204,KERELA,Palakad,Pattambi,Amaranthus,Other,FAQ,1800,2000,1900,4/6/2021
205,KERELA,Ernakulam,Perumbavoor,Amaranthus,Amaranthus,FAQ,2200,3200,2800,4/6/2021
206,KERELA,Kollam,Sasthamkotta,Amaranthus,Other,FAQ,5500,6500,6000,4/6/2021
207,KERELA,Kottayam,Thalayolaparambu,Amaranthus,Amaranthus,FAQ,2000,2600,2300,4/6/2021
208,KERELA,Malappuram,Thirurrangadi,Amaranthus,Other,FAQ,2100,2100,2100,4/6/2021
209,KERELA,Thirssur,Thrissur,Amaranthus,Amaranthus,FAQ,1500,1700,1600,4/6/2021
210,KERELA,Palakad,Vadakkenchery,Amaranthus,Other,FAQ,2800,3600,3200,4/6/2021
211,KERELA,Thiruvananthapuram,Vamanapuram,Amaranthus,Other,FAQ,3000,3500,3200,4/6/2021
212,,Unokoti,Pabiacherra,Amaranthus,Amaranthus,FAQ,550,620,600,4/6/2021
213,KERELA,Idukki,Adimali,Amaranthus,Amaranthus,FAQ,3000,3000,3000,4/5/2021
214,KERELA,Ernakulam,Angamaly,Amaranthus,Amaranthus,FAQ,2000,3000,2500,4/5/2021
215,KERELA,Thiruvananthapuram,Attingal,Amaranthus,Other,FAQ,2500,3000,3000,4/5/2021
216,KERELA,Thirssur,Chalakudy,Amaranthus,Other,FAQ,2000,2200,2100,4/5/2021
217,KERELA,Kollam,Chathanoor,Amaranthus,Other,FAQ,2800,3200,3000,4/5/2021
218,KERELA,Thirssur,Chelakkara,Amaranthus,Other,FAQ,1800,2000,1900,4/5/2021
219,KERELA,Alappuzha,Cherthala,Amaranthus,Other,FAQ,8000,8150,8100,4/5/2021
220,KERELA,Pathanamthitta,Ezhamkulam,Amaranthus,Other,FAQ,1200,1300,1300,4/5/2021
221,KERELA,Alappuzha,Harippad,Amaranthus,Other,FAQ,3000,3500,3000,4/5/2021
222,KERELA,Kozhikode(Calicut),Kallachi,Amaranthus,Amaranthus,FAQ,1800,2200,2000,4/5/2021
223,KERELA,Thiruvananthapuram,Kattakada,Amaranthus,Amaranthus,FAQ,3000,4000,3500,4/5/2021
224,KERELA,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,2900,3100,3000,4/5/2021
225,KERELA,Malappuram,Kondotty,Amaranthus,Other,FAQ,1400,1600,1500,4/5/2021
226,KERELA,Ernakulam,Kothamangalam,Amaranthus,Other,FAQ,2500,3000,2600,4/5/2021
227,KERELA,Malappuram,Kottakkal,Amaranthus,Other,FAQ,1750,1850,1800,4/5/2021
228,KERELA,Pathanamthitta,Kuttoor,Amaranthus,Amaranthus,FAQ,2000,2400,2200,4/5/2021
229,KERELA,Wayanad,Manathavady,Amaranthus,Other,FAQ,1700,1750,1750,4/5/2021
230,KERELA,Malappuram,Manjeri,Amaranthus,Other,FAQ,1600,1700,1650,4/5/2021
231,KERELA,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,2400,3200,2800,4/5/2021
232,KERELA,Kasargod,Neeleswaram,Amaranthus,Other,FAQ,2500,3200,3000,4/5/2021
233,KERELA,Thiruvananthapuram,Neyyatinkara,Amaranthus,Amaranthus,FAQ,4300,4500,4400,4/5/2021
234,KERELA,Palakad,Palakkad,Amaranthus,Amaranthus,FAQ,2000,3000,2600,4/5/2021
235,KERELA,Palakad,Palakkad,Amaranthus,Other,FAQ,2000,3000,2600,4/5/2021
236,KERELA,Kozhikode(Calicut),Palayam,Amaranthus,Other,FAQ,1400,1600,1500,4/5/2021
237,KERELA,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,3500,3900,3700,4/5/2021
238,KERELA,Pathanamthitta,Parakkodu,Amaranthus,Other,FAQ,2000,2200,2200,4/5/2021
239,KERELA,Malappuram,Parappanangadi,Amaranthus,Other,FAQ,1100,1200,1200,4/5/2021
240,KERELA,Kannur,Payyannur,Amaranthus,Other,FAQ,3200,3400,3300,4/5/2021
241,KERELA,Ernakulam,Perumbavoor,Amaranthus,Amaranthus,FAQ,2200,3200,2800,4/5/2021
242,KERELA,Ernakulam,Piravam,Amaranthus,Other,FAQ,2000,3000,2500,4/5/2021
243,KERELA,Wayanad,Pulpally,Amaranthus,Other,FAQ,1800,2000,1900,4/5/2021
244,KERELA,Kollam,Punalur,Amaranthus,Amaranthus,FAQ,3200,3600,3400,4/5/2021
245,KERELA,Kozhikode(Calicut),Quilandy,Amaranthus,Other,FAQ,1800,2000,1800,4/5/2021
246,KERELA,Pathanamthitta,Ranniangadi,Amaranthus,Amaranthus,FAQ,3000,3200,3000,4/5/2021
247,KERELA,Malappuram,Thirurrangadi,Amaranthus,Other,FAQ,1100,1400,1200,4/5/2021
248,KERELA,Idukki,Thodupuzha,Amaranthus,Other,FAQ,1600,1800,1800,4/5/2021
249,KERELA,Thirssur,Thrissur,Amaranthus,Amaranthus,FAQ,1500,1700,1600,4/5/2021
250,KERELA,Palakad,Vadakkenchery,Amaranthus,Other,FAQ,2700,3500,3100,4/5/2021
251,KERELA,Palakad,Vithinasserri,Amaranthus,Amaranthus,FAQ,1500,1500,1500,4/5/2021
252,,Unokoti,Pabiacherra,Amaranthus,Amaranthus,FAQ,560,650,600,4/5/2021
253,KERELA,Kollam,Anchal,Amaranthus,Other,FAQ,4600,4800,4700,4/4/2021
254,KERELA,Thiruvananthapuram,Attingal,Amaranthus,Other,FAQ,2500,3000,3000,4/4/2021
255,KERELA,Alappuzha,Cherthala,Amaranthus,Other,FAQ,8000,8150,8100,4/4/2021
256,KERELA,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,2700,2900,2800,4/4/2021
257,KERELA,Malappuram,Manjeri,Amaranthus,Other,FAQ,1600,1700,1650,4/4/2021
258,KERELA,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,3400,4000,3700,4/4/2021
259,KERELA,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,FAQ,2200,2600,2400,4/4/2021
260,KERELA,Pathanamthitta,Parakkodu,Amaranthus,Other,FAQ,2000,2500,2500,4/4/2021
261,KERELA,Malappuram,Parappanangadi,Amaranthus,Other,FAQ,1400,1600,1600,4/4/2021
