"Sl no.","State Name","District Name","Market Name","Commodity","Variety","Grade","Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Price Date"
"1","HARYANA","Sonipat","Gohana","Water Melon","Other","Large","800","1000","800","4/14/2021"
"2","HIMACHAL PRADESH","Kangra","Kangra","Water Melon","Water Melon","Medium","1500","2000","1750","4/14/2021"
"3","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Water Melon","Other","Medium","3000","5000","4000","4/14/2021"
"4","HIMACHAL PRADESH","Kangra","Kangra(Nagrota Bagwan)","Water Melon","Other","Medium","1800","2000","1900","4/14/2021"
"5","HIMACHAL PRADESH","Kullu","Kullu","Water Melon","Other","Medium","2300","2500","2400","4/14/2021"
"6","HIMACHAL PRADESH","Kangra","Palampur","Water Melon","Other","Medium","1800","2000","1900","4/14/2021"
"7","MADHYA PRADESH","Indore","Indore(F&V)","Water Melon","Water Melon","Medium","600","1200","800","4/14/2021"
"8","MAHARASHTRA","Pune","Pune","Water Melon","Other","FAQ","500","1200","900","4/14/2021"
"9","PUNJAB","Fazilka","Jalalabad","Water Melon","Other","Large","1400","1400","1400","4/14/2021"
"10","UTTAR PRADESH","Saharanpur","Chutmalpur","Water Melon","Water Melon","Medium","1300","1500","1400","4/14/2021"
"11","UTTAR PRADESH","Muzaffarnagar","Khatauli","Water Melon","Water Melon","Medium","580","600","590","4/14/2021"
"12","UTTAR PRADESH","Muzaffarnagar","Shahpur","Water Melon","Water Melon","Medium","510","530","520","4/14/2021"
"13","UTTAR PRADESH","Muzaffarnagar","Thanabhawan","Water Melon","Water Melon","Medium","500","600","560","4/14/2021"
"14","CHHATTISGARH","Bilaspur","Tiphra","Water Melon","Water Melon","Large","500","500","500","4/13/2021"
"15","HARYANA","Faridabad","Faridabad","Water Melon","Other","Large","700","1000","850","4/13/2021"
"16","HARYANA","Sonipat","Gohana","Water Melon","Other","Large","800","1000","800","4/13/2021"
"17","HARYANA","Gurgaon","Gurgaon","Water Melon","Other","Large","1200","1500","1350","4/13/2021"
"18","HARYANA","Ambala","Naraingarh","Water Melon","Water Melon","Medium","800","1500","1000","4/13/2021"
"19","HIMACHAL PRADESH","Kullu","Bhuntar","Water Melon","Other","Medium","2000","2400","2200","4/13/2021"
"20","HIMACHAL PRADESH","Kangra","Kangra","Water Melon","Water Melon","Medium","1800","2200","2000","4/13/2021"
"21","HIMACHAL PRADESH","Kangra","Kangra(Nagrota Bagwan)","Water Melon","Other","Medium","1800","2200","2000","4/13/2021"
"22","HIMACHAL PRADESH","Kullu","Kullu","Water Melon","Other","Medium","2300","2500","2400","4/13/2021"
"23","HIMACHAL PRADESH","Kangra","Palampur","Water Melon","Other","Medium","1800","2000","1900","4/13/2021"
"24","MADHYA PRADESH","Indore","Indore(F&V)","Water Melon","Water Melon","Medium","600","1200","800","4/13/2021"
"25","MAHARASHTRA","Jalgaon","Bhusaval","Water Melon","Other","FAQ","1500","1500","1500","4/13/2021"
"26","MAHARASHTRA","Pune","Pune","Water Melon","Other","FAQ","500","1200","900","4/13/2021"
"27","MAHARASHTRA","Ahmednagar","Shrirampur","Water Melon","Other","FAQ","500","900","700","4/13/2021"
"28","MAHARASHTRA","Sholapur","Solapur","Water Melon","Other","FAQ","500","1600","1000","4/13/2021"
"29","ODISHA","Balasore","Barikpur","Water Melon","Other","Medium","1500","2000","1800","4/13/2021"
"30","ODISHA","Malkangiri","Malkanagiri","Water Melon","Other","Medium","1500","3000","2000","4/13/2021"
"31","ODISHA","Balasore","Nilagiri","Water Melon","Other","Large","1300","1400","1350","4/13/2021"
"32","ODISHA","Angul","Talcher","Water Melon","Other","Large","1200","1800","1500","4/13/2021"
"33","PUNJAB","Fazilka","Abohar","Water Melon","Water Melon","Medium","1450","1750","1550","4/13/2021"
"34","PUNJAB","Nawanshahr","Banga","Water Melon","Other","Medium","1600","1600","1600","4/13/2021"
"35","PUNJAB","Barnala","Barnala","Water Melon","Other","Large","1000","1300","1150","4/13/2021"
"36","PUNJAB","Sangrur","Bhawanigarh","Water Melon","Other","Medium","1600","1600","1600","4/13/2021"
"37","PUNJAB","Ropar (Rupnagar)","Chamkaur Sahib","Water Melon","Other","Medium","1200","1300","1250","4/13/2021"
"38","PUNJAB","Gurdaspur","Dinanagar","Water Melon","Water Melon","Medium","2000","2500","2300","4/13/2021"
"39","PUNJAB","Ferozpur","Firozepur City","Water Melon","Other","Medium","1100","1600","1350","4/13/2021"
"40","PUNJAB","Fazilka","Jalalabad","Water Melon","Other","Large","1000","1000","1000","4/13/2021"
"41","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Water Melon","Water Melon","Medium","600","1300","750","4/13/2021"
"42","PUNJAB","Faridkot","Kotkapura","Water Melon","Water Melon","Medium","500","700","600","4/13/2021"
"43","PUNJAB","Ludhiana","Ludhiana","Water Melon","Other","Medium","800","1300","1000","4/13/2021"
"44","PUNJAB","Sangrur","Malerkotla","Water Melon","Other","Large","1200","1500","1300","4/13/2021"
"45","PUNJAB","Ropar (Rupnagar)","Morinda","Water Melon","Water Melon","Medium","1000","1000","1000","4/13/2021"
"46","PUNJAB","Patiala","Rajpura","Water Melon","Other","Medium","800","1300","1000","4/13/2021"
"47","PUNJAB","Ferozpur","Zira","Water Melon","Other","Large","1000","1500","1200","4/13/2021"
"48","TRIPURA","Sepahijala","Melaghar","Water Melon","Water Melon","Medium","2000","2200","2100","4/13/2021"
"49","UTTAR PRADESH","Agra","Agra","Water Melon","Water Melon","Medium","1400","1650","1550","4/13/2021"
"50","UTTAR PRADESH","Aligarh","Aligarh","Water Melon","Water Melon","Medium","750","850","800","4/13/2021"
"51","","Badaun","Badayoun","Water Melon","Water Melon","Medium","1150","1300","1250","4/13/2021"
"52","UTTAR PRADESH","Saharanpur","Chutmalpur","Water Melon","Water Melon","Medium","700","900","800","4/13/2021"
"53","UTTAR PRADESH","Hathras","Haathras","Water Melon","Water Melon","Medium","1000","1200","1050","4/13/2021"
"54","UTTAR PRADESH","Ghaziabad","Noida","Water Melon","Water Melon","Medium","900","1100","1050","4/13/2021"
"55","UTTAR PRADESH","Saharanpur","Saharanpur","Water Melon","Water Melon","Medium","900","1100","990","4/13/2021"
"56","UTTAR PRADESH","Muzaffarnagar","Thanabhawan","Water Melon","Water Melon","Medium","500","600","550","4/13/2021"
"57","UTTAR PRADESH","Shahjahanpur","Tilhar","Water Melon","Water Melon","Medium","960","1080","1000","4/13/2021"
"58","UTTAR PRADESH","Kanpur","Varipaal","Water Melon","Water Melon","Medium","1200","1200","1200","4/13/2021"
"59","UTTARAKHAND","Dehradoon","Rishikesh","Water Melon","Other","Small","1200","2000","1900","4/13/2021"
"60","CHHATTISGARH","Bilaspur","Tiphra","Water Melon","Water Melon","Large","500","500","500","4/12/2021"
"61","GUJARAT","Surendranagar","Vadhvan","Water Melon","Water Melon","Medium","500","1000","750","4/12/2021"
"62","HARYANA","Faridabad","Faridabad","Water Melon","Other","Large","700","1000","800","4/12/2021"
"63","HARYANA","Sonipat","Gohana","Water Melon","Other","Large","800","1000","800","4/12/2021"
"64","HARYANA","Gurgaon","Gurgaon","Water Melon","Other","Large","1200","1500","1350","4/12/2021"
"65","HIMACHAL PRADESH","Chamba","Chamba","Water Melon","Other","Medium","2000","2500","2250","4/12/2021"
"66","HIMACHAL PRADESH","Mandi","Dhanotu (Mandi)","Water Melon","Other","Medium","1500","2000","1750","4/12/2021"
"67","HIMACHAL PRADESH","Hamirpur","Hamirpur","Water Melon","Other","Medium","2000","2200","2100","4/12/2021"
"68","HIMACHAL PRADESH","Kangra","Kangra","Water Melon","Water Melon","Medium","1800","2000","1900","4/12/2021"
"69","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Water Melon","Other","Medium","1800","2000","1900","4/12/2021"
"70","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Water Melon","Other","Medium","1700","1800","1750","4/12/2021"
"71","HIMACHAL PRADESH","Kullu","Kullu","Water Melon","Other","Medium","2000","2500","2300","4/12/2021"
"72","HIMACHAL PRADESH","Kangra","Palampur","Water Melon","Other","Medium","1800","2000","1900","4/12/2021"
"73","HIMACHAL PRADESH","Sirmore","Paonta Sahib","Water Melon","Other","Medium","1200","1500","1350","4/12/2021"
"74","JAMMU AND KASHMIR","Srinagar","Parimpore","Water Melon","Water Melon","Medium","1900","2000","1950","4/12/2021"
"75","JAMMU AND KASHMIR","Udhampur","Reasi","Water Melon","Other","Medium","1600","1800","1700","4/12/2021"
"76","KARNATAKA","Bangalore","Binny Mill (F&V), Bangalore","Water Melon","Water Melon","FAQ","500","1500","1000","4/12/2021"
"77","KERELA","Malappuram","Kottakkal","Water Melon","Other","Medium","1450","1550","1500","4/12/2021"
"78","MADHYA PRADESH","Harda","Harda(F&V)","Water Melon","Water Melon","Medium","600","800","700","4/12/2021"
"79","MAHARASHTRA","Mumbai","Fruit Market","Water Melon","Other","FAQ","800","1200","1000","4/12/2021"
"80","MAHARASHTRA","Pune","Pune","Water Melon","Other","FAQ","500","1200","900","4/12/2021"
"81","MAHARASHTRA","Sangli","Sangli(Phale, Bhajipura Market)","Water Melon","Other","FAQ","500","1200","850","4/12/2021"
"82","MAHARASHTRA","Ahmednagar","Shrirampur","Water Melon","Other","FAQ","800","1000","900","4/12/2021"
"83","ODISHA","Malkangiri","Malkanagiri","Water Melon","Other","Medium","1600","3500","2500","4/12/2021"
"84","ODISHA","Malkangiri","Malkangiri(Korakunda)","Water Melon","Other","Large","2500","2500","2500","4/12/2021"
"85","ODISHA","Balasore","Nilagiri","Water Melon","Other","Large","1200","1300","1250","4/12/2021"
"86","PUNJAB","Nawanshahr","Banga","Water Melon","Other","Medium","1200","1500","1500","4/12/2021"
"87","PUNJAB","Ropar (Rupnagar)","Chamkaur Sahib","Water Melon","Other","Medium","1100","1200","1150","4/12/2021"
"88","PUNJAB","Fazilka","Jalalabad","Water Melon","Other","Large","1500","1500","1500","4/12/2021"
"89","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Water Melon","Water Melon","Medium","500","1200","700","4/12/2021"
"90","PUNJAB","Ludhiana","Ludhiana","Water Melon","Other","Medium","800","1500","1000","4/12/2021"
"91","PUNJAB","Sangrur","Malerkotla","Water Melon","Other","Large","1200","1600","1400","4/12/2021"
"92","PUNJAB","Nawanshahr","Nawan Shahar(Subzi Mandi)","Water Melon","Other","Medium","1800","2000","1900","4/12/2021"
"93","UTTAR PRADESH","Agra","Agra","Water Melon","Water Melon","Medium","1550","1700","1625","4/12/2021"
"94","UTTAR PRADESH","Aligarh","Aligarh","Water Melon","Water Melon","Medium","800","900","850","4/12/2021"
"95","","Badaun","Badayoun","Water Melon","Water Melon","Medium","1220","1350","1300","4/12/2021"
"96","UTTAR PRADESH","Etah","Etah","Water Melon","Water Melon","Medium","1000","1200","1100","4/12/2021"
"97","UTTAR PRADESH","Ghaziabad","Ghaziabad","Water Melon","Water Melon","Medium","950","1050","1000","4/12/2021"
"98","UTTAR PRADESH","Hathras","Haathras","Water Melon","Water Melon","Medium","1000","1150","1100","4/12/2021"
"99","UTTAR PRADESH","Ghaziabad","Noida","Water Melon","Water Melon","Medium","1000","1200","1185","4/12/2021"
"100","UTTAR PRADESH","Saharanpur","Saharanpur","Water Melon","Water Melon","Medium","880","1085","980","4/12/2021"
"101","UTTAR PRADESH","Muzaffarnagar","Shahpur","Water Melon","Water Melon","Medium","750","770","760","4/12/2021"
"102","UTTAR PRADESH","Muzaffarnagar","Thanabhawan","Water Melon","Water Melon","Medium","500","600","540","4/12/2021"
"103","HARYANA","Faridabad","Faridabad","Water Melon","Other","Large","800","1000","900","4/11/2021"
"104","HARYANA","Sonipat","Gohana","Water Melon","Other","Large","800","1000","800","4/11/2021"
"105","HARYANA","Gurgaon","Gurgaon","Water Melon","Other","Large","1200","1500","1350","4/11/2021"
"106","HIMACHAL PRADESH","Kullu","Kullu","Water Melon","Other","Medium","2300","2500","2400","4/11/2021"
"107","MADHYA PRADESH","Harda","Harda(F&V)","Water Melon","Water Melon","Medium","700","900","800","4/11/2021"
"108","MAHARASHTRA","Sholapur","Akluj","Water Melon","Other","FAQ","400","600","500","4/11/2021"
"109","ODISHA","Malkangiri","Malkanagiri","Water Melon","Other","Medium","1500","2500","2000","4/11/2021"
"110","ODISHA","Malkangiri","Malkangiri(Korakunda)","Water Melon","Other","Large","2000","2000","2000","4/11/2021"
"111","ODISHA","Balasore","Nilagiri","Water Melon","Other","Large","1300","1400","1350","4/11/2021"
"112","PUNJAB","Sangrur","Dhuri","Water Melon","Other","Medium","1300","1400","1350","4/11/2021"
"113","PUNJAB","Sangrur","Malerkotla","Water Melon","Other","Large","1200","1800","1500","4/11/2021"
"114","PUNJAB","Ropar (Rupnagar)","Morinda","Water Melon","Water Melon","Medium","800","800","800","4/11/2021"
"115","PUNJAB","Patiala","Patran","Water Melon","Other","Medium","1000","1500","1370","4/11/2021"
"116","PUNJAB","Patiala","Rajpura","Water Melon","Other","Medium","1000","1800","1400","4/11/2021"
"117","","Badaun","Badayoun","Water Melon","Water Melon","Medium","1220","1350","1300","4/11/2021"
"118","UTTAR PRADESH","Etah","Etah","Water Melon","Water Melon","Medium","1050","1250","1150","4/11/2021"
"119","UTTAR PRADESH","Ghaziabad","Ghaziabad","Water Melon","Water Melon","Medium","925","1025","980","4/11/2021"
"120","UTTAR PRADESH","Saharanpur","Saharanpur","Water Melon","Water Melon","Medium","900","1100","990","4/11/2021"
"121","UTTAR PRADESH","Muzaffarnagar","Thanabhawan","Water Melon","Water Melon","Medium","500","600","570","4/11/2021"
"122","CHHATTISGARH","Bilaspur","Tiphra","Water Melon","Water Melon","Large","500","500","500","4/10/2021"
"123","GUJARAT","Surendranagar","Vadhvan","Water Melon","Water Melon","Medium","500","1000","750","4/10/2021"
"124","HARYANA","Faridabad","Ballabhgarh","Water Melon","Other","Medium","800","1000","900","4/10/2021"
"125","HARYANA","Hissar","Barwala(Hisar)","Water Melon","Other","Medium","1000","1000","1000","4/10/2021"
"126","HARYANA","Faridabad","Faridabad","Water Melon","Other","Large","800","1000","900","4/10/2021"
"127","HARYANA","Sonipat","Gohana","Water Melon","Other","Large","800","900","800","4/10/2021"
"128","HARYANA","Gurgaon","Gurgaon","Water Melon","Other","Medium","1200","1500","1350","4/10/2021"
"129","HARYANA","Ambala","Naraingarh","Water Melon","Water Melon","Medium","700","1500","1100","4/10/2021"
"130","HARYANA","Kurukshetra","Shahabad","Water Melon","Water Melon","Medium","800","1300","1200","4/10/2021"
"131","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Water Melon","Other","Medium","1600","1800","1700","4/10/2021"
"132","JAMMU AND KASHMIR","Jammu","Akhnoor","Water Melon","Other","Medium","1600","2000","1800","4/10/2021"
"133","JAMMU AND KASHMIR","Anantnag","Ashahipora (Anantnagh)","Water Melon","Water Melon","Medium","2000","2400","2200","4/10/2021"
"134","JAMMU AND KASHMIR","Srinagar","Parimpore","Water Melon","Water Melon","Medium","1900","2100","2000","4/10/2021"
"135","JAMMU AND KASHMIR","Srinagar","Parimpore","Water Melon","Water Melon","Large","2800","3000","2900","4/10/2021"
"136","JAMMU AND KASHMIR","Rajouri","Rajouri (F&V)","Water Melon","Other","Medium","1500","2000","1750","4/10/2021"
"137","JAMMU AND KASHMIR","Udhampur","Reasi","Water Melon","Other","Medium","1700","2000","1800","4/10/2021"
"138","KERELA","Idukki","Kattappana","Water Melon","Other","Medium","1500","2100","1800","4/10/2021"
"139","KERELA","Malappuram","Kondotty","Water Melon","Other","Medium","1900","2100","2000","4/10/2021"
"140","KERELA","Malappuram","Kottakkal","Water Melon","Other","Medium","1500","1600","1550","4/10/2021"
"141","MADHYA PRADESH","Harda","Harda(F&V)","Water Melon","Water Melon","Medium","400","600","500","4/10/2021"
"142","MAHARASHTRA","Ahmednagar","Ahmednagar","Water Melon","Other","FAQ","300","1100","700","4/10/2021"
"143","MAHARASHTRA","Mumbai","Fruit Market","Water Melon","Other","FAQ","900","1200","1050","4/10/2021"
"144","ODISHA","Angul","Angaura","Water Melon","Other","Large","1200","1500","1400","4/10/2021"
"145","ODISHA","Balasore","Nilagiri","Water Melon","Other","Large","1100","1300","1200","4/10/2021"
"146","PUNJAB","Amritsar","Amritsar(Amritsar Mewa Mandi)","Water Melon","Other","Medium","500","1100","700","4/10/2021"
"147","PUNJAB","Sangrur","Bhawanigarh","Water Melon","Other","Medium","1600","1600","1600","4/10/2021"
"148","PUNJAB","Ropar (Rupnagar)","Chamkaur Sahib","Water Melon","Other","Medium","1100","1200","1150","4/10/2021"
"149","PUNJAB","Hoshiarpur","Dasuya","Water Melon","Other","Medium","1000","1000","1000","4/10/2021"
"150","PUNJAB","Sangrur","Dhuri","Water Melon","Other","Medium","1200","1300","1250","4/10/2021"
"151","PUNJAB","Ferozpur","Firozepur City","Water Melon","Other","Medium","1400","2000","1700","4/10/2021"
"152","PUNJAB","Fazilka","Jalalabad","Water Melon","Other","Large","1400","1400","1400","4/10/2021"
"153","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Water Melon","Water Melon","Medium","600","1300","800","4/10/2021"
"154","PUNJAB","Ludhiana","Ludhiana","Water Melon","Other","Medium","800","1400","1000","4/10/2021"
"155","PUNJAB","Sangrur","Malerkotla","Water Melon","Other","Large","1100","1700","1300","4/10/2021"
"156","PUNJAB","Muktsar","Muktsar","Water Melon","Other","Medium","800","1200","1000","4/10/2021"
"157","PUNJAB","Patiala","Nabha","Water Melon","Other","Medium","1100","2000","1500","4/10/2021"
"158","PUNJAB","Patiala","Patran","Water Melon","Other","Medium","1500","1500","1500","4/10/2021"
"159","PUNJAB","Patiala","Rajpura","Water Melon","Other","Medium","1000","1500","1250","4/10/2021"
"160","PUNJAB","Ferozpur","Zira","Water Melon","Other","Large","1500","2000","1800","4/10/2021"
"161","UTTAR PRADESH","Agra","Agra","Water Melon","Water Melon","Medium","1500","1700","1600","4/10/2021"
"162","UTTAR PRADESH","Aligarh","Aligarh","Water Melon","Water Melon","Medium","800","900","850","4/10/2021"
"163","","Badaun","Badayoun","Water Melon","Water Melon","Medium","1230","1360","1310","4/10/2021"
"164","UTTAR PRADESH","Etah","Etah","Water Melon","Water Melon","Medium","1100","1300","1200","4/10/2021"
"165","UTTAR PRADESH","Ghaziabad","Ghaziabad","Water Melon","Water Melon","Medium","950","1050","1000","4/10/2021"
"166","UTTAR PRADESH","Hathras","Haathras","Water Melon","Water Melon","Medium","1100","1350","1200","4/10/2021"
"167","UTTAR PRADESH","Ghaziabad","Noida","Water Melon","Water Melon","Medium","1000","1250","1200","4/10/2021"
"168","UTTAR PRADESH","Saharanpur","Saharanpur","Water Melon","Water Melon","Medium","900","1100","990","4/10/2021"
"169","UTTAR PRADESH","Bulandshahar","Siyana","Water Melon","Water Melon","Medium","800","900","850","4/10/2021"
"170","UTTAR PRADESH","Muzaffarnagar","Thanabhawan","Water Melon","Water Melon","Medium","500","600","560","4/10/2021"
"171","UTTARAKHAND","Dehradoon","Rishikesh","Water Melon","Other","Small","1100","1850","1400","4/10/2021"
"172","CHHATTISGARH","Bilaspur","Tiphra","Water Melon","Water Melon","Large","600","600","600","4/9/2021"
"173","GOA","North Goa","Mapusa","Water Melon","Water Melon","Medium","1200","1200","1200","4/9/2021"
"174","GUJARAT","Surendranagar","Vadhvan","Water Melon","Water Melon","Medium","500","1000","750","4/9/2021"
"175","HARYANA","Faridabad","Ballabhgarh","Water Melon","Other","Medium","600","1000","800","4/9/2021"
"176","HARYANA","Hissar","Barwala(Hisar)","Water Melon","Other","Medium","1000","1000","1000","4/9/2021"
"177","HARYANA","Faridabad","Faridabad","Water Melon","Other","Large","800","1000","900","4/9/2021"
"178","HARYANA","Sonipat","Gohana","Water Melon","Other","Large","800","1000","800","4/9/2021"
"179","HARYANA","Rohtak","Meham","Water Melon","Other","Medium","1000","1000","1000","4/9/2021"
"180","HARYANA","Kurukshetra","Shahabad","Water Melon","Water Melon","Medium","1000","1500","1400","4/9/2021"
"181","CHHATTISGARH","Bilaspur","Bilaspur","Water Melon","Other","Medium","1500","2200","2000","4/9/2021"
"182","HIMACHAL PRADESH","Chamba","Chamba","Water Melon","Other","Medium","2000","2200","2100","4/9/2021"
"183","HIMACHAL PRADESH","Kangra","Kangra","Water Melon","Water Melon","Medium","2000","2200","2100","4/9/2021"
"184","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Water Melon","Other","Medium","1800","2000","1900","4/9/2021"
"185","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Water Melon","Other","Medium","1800","2000","1900","4/9/2021"
"186","HIMACHAL PRADESH","Kullu","Kullu","Water Melon","Other","Medium","2200","2500","2300","4/9/2021"
"187","HIMACHAL PRADESH","Mandi","Mandi(Mandi)","Water Melon","Water Melon","Medium","1200","1900","1500","4/9/2021"
"188","HIMACHAL PRADESH","Sirmore","Nahan","Water Melon","Other","Medium","1500","1800","1600","4/9/2021"
"189","HIMACHAL PRADESH","Kangra","Palampur","Water Melon","Other","Medium","1800","2000","1900","4/9/2021"
"190","HIMACHAL PRADESH","Sirmore","Paonta Sahib","Water Melon","Other","Medium","1000","1500","1200","4/9/2021"
"191","JAMMU AND KASHMIR","Jammu","Akhnoor","Water Melon","Other","Medium","1600","1800","1700","4/9/2021"
"192","JAMMU AND KASHMIR","Anantnag","Ashahipora (Anantnagh)","Water Melon","Water Melon","Medium","1800","2200","2000","4/9/2021"
"193","JAMMU AND KASHMIR","Srinagar","Parimpore","Water Melon","Water Melon","Medium","1600","1800","1700","4/9/2021"
"194","JAMMU AND KASHMIR","Rajouri","Rajouri (F&V)","Water Melon","Other","Medium","1700","2100","1900","4/9/2021"
"195","JAMMU AND KASHMIR","Udhampur","Reasi","Water Melon","Other","Medium","1500","1600","1500","4/9/2021"
"196","KARNATAKA","Bangalore","Binny Mill (F&V), Bangalore","Water Melon","Water Melon","FAQ","500","1500","1000","4/9/2021"
"197","KERELA","Malappuram","Kondotty","Water Melon","Other","Medium","1800","2000","1900","4/9/2021"
"198","KERELA","Malappuram","Perinthalmanna","Water Melon","Water Melon","Medium","1700","2300","2000","4/9/2021"
"199","KERELA","Idukki","Thodupuzha","Water Melon","Other","Medium","1500","1600","1600","4/9/2021"
"200","MADHYA PRADESH","Harda","Harda(F&V)","Water Melon","Water Melon","Medium","600","800","700","4/9/2021"
"201","MADHYA PRADESH","Hoshangabad","Hoshangabad","Water Melon","Water Melon","Medium","950","1200","1100","4/9/2021"
"202","MADHYA PRADESH","Indore","Indore(F&V)","Water Melon","Water Melon","Medium","400","1000","800","4/9/2021"
"203","MADHYA PRADESH","Morena","Morena(F&V)","Water Melon","Water Melon","Medium","600","600","600","4/9/2021"
"204","MAHARASHTRA","Mumbai","Fruit Market","Water Melon","Other","FAQ","900","1200","1050","4/9/2021"
"205","MAHARASHTRA","Pune","Pune","Water Melon","Other","FAQ","500","1200","900","4/9/2021"
"206","MAHARASHTRA","Sangli","Sangli(Phale, Bhajipura Market)","Water Melon","Other","FAQ","400","1000","750","4/9/2021"
"207","MAHARASHTRA","Ahmednagar","Shrirampur","Water Melon","Other","FAQ","500","1000","750","4/9/2021"
"208","MAHARASHTRA","Sholapur","Solapur","Water Melon","Other","FAQ","800","2000","1000","4/9/2021"
"209","ODISHA","Balasore","Nilagiri","Water Melon","Other","Large","1200","1300","1250","4/9/2021"
"210","ODISHA","Angul","Talcher","Water Melon","Other","Medium","800","1200","1000","4/9/2021"
"211","PUNJAB","Fazilka","Abohar","Water Melon","Water Melon","Medium","1010","1500","1200","4/9/2021"
"212","PUNJAB","Amritsar","Amritsar(Amritsar Mewa Mandi)","Water Melon","Other","Medium","600","1100","800","4/9/2021"
"213","PUNJAB","Nawanshahr","Banga","Water Melon","Other","Medium","1200","1300","1300","4/9/2021"
"214","PUNJAB","Barnala","Barnala","Water Melon","Other","Large","1100","1400","1250","4/9/2021"
"215","PUNJAB","Fatehgarh","Bassi Pathana","Water Melon","Water Melon","Medium","2000","3000","2500","4/9/2021"
"216","PUNJAB","Sangrur","Bhawanigarh","Water Melon","Other","Medium","1000","1000","1000","4/9/2021"
"217","PUNJAB","Ropar (Rupnagar)","Chamkaur Sahib","Water Melon","Other","Medium","1100","1200","1150","4/9/2021"
"218","PUNJAB","Hoshiarpur","Dasuya","Water Melon","Other","Medium","700","1000","850","4/9/2021"
"219","PUNJAB","Ferozpur","Firozepur City","Water Melon","Other","Medium","1500","1800","1650","4/9/2021"
"220","PUNJAB","Gurdaspur","Gurdaspur","Water Melon","Other","Medium","1000","1200","1100","4/9/2021"
"221","PUNJAB","Fazilka","Jalalabad","Water Melon","Other","Large","1400","1400","1400","4/9/2021"
"222","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Water Melon","Water Melon","Medium","700","1300","900","4/9/2021"
"223","PUNJAB","Ludhiana","Ludhiana","Water Melon","Other","Medium","800","1500","1000","4/9/2021"
"224","PUNJAB","Sangrur","Malerkotla","Water Melon","Other","Large","1100","1700","1300","4/9/2021"
"225","PUNJAB","Muktsar","Malout","Water Melon","Other","Medium","1600","1800","1700","4/9/2021"
"226","","Bhatinda","Maur","Water Melon","Water Melon","Medium","2000","2200","2100","4/9/2021"
"227","PUNJAB","Muktsar","Muktsar","Water Melon","Other","Medium","2500","3500","3000","4/9/2021"
"228","PUNJAB","Patiala","Nabha","Water Melon","Other","Medium","1100","2000","1500","4/9/2021"
"229","PUNJAB","Nawanshahr","Nawan Shahar(Subzi Mandi)","Water Melon","Other","Medium","1700","1800","1770","4/9/2021"
"230","PUNJAB","Patiala","Patran","Water Melon","Other","Medium","1000","1000","1000","4/9/2021"
"231","PUNJAB","Patiala","Rajpura","Water Melon","Other","Medium","1000","1500","1250","4/9/2021"
"232","PUNJAB","Fatehgarh","Sirhind","Water Melon","Other","Medium","1200","1400","1300","4/9/2021"
"233","PUNJAB","Ferozpur","Zira","Water Melon","Other","Large","1500","2000","1800","4/9/2021"
"234","RAJASTHAN","Ajmer","Ajmer(F&V)","Water Melon","Other","Large","700","1400","1050","4/9/2021"
"235","RAJASTHAN","Jaipur","Jaipur(F&V)","Water Melon","Other","Large","700","800","750","4/9/2021"
"236","TRIPURA","Sepahijala","Melaghar","Water Melon","Water Melon","Medium","2600","2800","2700","4/9/2021"
"237","UTTAR PRADESH","Aligarh","Aligarh","Water Melon","Water Melon","Medium","800","900","850","4/9/2021"
"238","","Badaun","Badayoun","Water Melon","Water Melon","Medium","1230","1370","1320","4/9/2021"
"239","UTTAR PRADESH","Auraiya","Dibiapur","Water Melon","Water Melon","Medium","900","1100","1000","4/9/2021"
"240","UTTAR PRADESH","Etah","Etah","Water Melon","Water Melon","Medium","1000","1200","1100","4/9/2021"
"241","UTTAR PRADESH","Ghaziabad","Ghaziabad","Water Melon","Water Melon","Medium","950","1025","1000","4/9/2021"
"242","UTTAR PRADESH","Hathras","Haathras","Water Melon","Water Melon","Medium","800","1100","1000","4/9/2021"
"243","UTTAR PRADESH","Ghaziabad","Noida","Water Melon","Water Melon","Medium","1000","1300","1250","4/9/2021"
"244","UTTAR PRADESH","Saharanpur","Saharanpur","Water Melon","Water Melon","Medium","900","1080","970","4/9/2021"
"245","UTTAR PRADESH","Bulandshahar","Siyana","Water Melon","Water Melon","Medium","800","900","850","4/9/2021"
"246","UTTAR PRADESH","Muzaffarnagar","Thanabhawan","Water Melon","Water Melon","Medium","500","600","550","4/9/2021"
"247","UTTAR PRADESH","Varanasi","Varanasi(F&V)","Water Melon","Water Melon","Medium","1100","1250","1180","4/9/2021"
"248","UTTARAKHAND","Dehradoon","Rishikesh","Water Melon","Other","Small","1100","2000","1400","4/9/2021"
