Sl no.,State Name,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,ODISHA,Cuttack,Banki,Almond(Badam),Other,FAQ,3000,4000,3500,1/5/2021
