"Sl no.","State Name","District Name","Market Name","Commodity","Variety","Grade","Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Price Date"
"1","JHARKHAND","Lohardaga","Lohardaga","White Peas","White Peas","FAQ","7500","8000","7800","4/13/2021"
"2","MADHYA PRADESH","Mandla","Bichhiya","White Peas","Other","FAQ","4800","4800","4800","4/13/2021"
"3","UTTAR PRADESH","Maharajganj","Anandnagar","White Peas","White Peas","FAQ","5610","5760","5680","4/13/2021"
"4","UTTAR PRADESH","Auraiya","Auraiya","White Peas","White Peas","FAQ","5000","5500","5300","4/13/2021"
"5","UTTAR PRADESH","Azamgarh","Azamgarh","White Peas","White Peas","FAQ","5625","5725","5670","4/13/2021"
"6","CHHATTISGARH","Balrampur","Balrampur","White Peas","White Peas","FAQ","6600","6800","6700","4/13/2021"
"7","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","White Peas","White Peas","FAQ","4900","5100","5000","4/13/2021"
"8","UTTAR PRADESH","Jhansi","Chirgaon","White Peas","White Peas","FAQ","4800","5250","4975","4/13/2021"
"9","","Gautam Budh Nagar","Dadri","White Peas","White Peas","FAQ","7200","7400","7300","4/13/2021"
"10","UTTAR PRADESH","Faizabad","Faizabad","White Peas","White Peas","FAQ","5950","6100","6000","4/13/2021"
"11","UTTAR PRADESH","Ghazipur","Gazipur","White Peas","White Peas","FAQ","6650","6690","6670","4/13/2021"
"12","UTTAR PRADESH","Gonda","Gonda","White Peas","White Peas","FAQ","5880","5920","5900","4/13/2021"
"13","UTTAR PRADESH","Jalaun (Orai)","Jalaun","White Peas","White Peas","FAQ","5100","5170","5150","4/13/2021"
"14","UTTAR PRADESH","Jalaun (Orai)","Konch","White Peas","White Peas","FAQ","4800","4900","4850","4/13/2021"
"15","UTTAR PRADESH","Lucknow","Lucknow","White Peas","White Peas","FAQ","6400","6600","6500","4/13/2021"
"16","HIMACHAL PRADESH","Hamirpur","Maudaha","White Peas","White Peas","FAQ","5000","5200","5100","4/13/2021"
"17","UTTAR PRADESH","Jhansi","Moth","White Peas","White Peas","FAQ","4700","4900","4820","4/13/2021"
"18","HIMACHAL PRADESH","Hamirpur","Muskara","White Peas","White Peas","FAQ","5050","5150","5100","4/13/2021"
"19","UTTAR PRADESH","Sonbhadra","Robertsganj","White Peas","White Peas","FAQ","6500","6730","6610","4/13/2021"
"20","UTTAR PRADESH","Ambedkarnagar","Tanda","White Peas","White Peas","FAQ","5800","5930","5850","4/13/2021"
"21","CHHATTISGARH","Balrampur","Utraula","White Peas","White Peas","FAQ","5900","5950","5925","4/13/2021"
"22","JHARKHAND","Lohardaga","Lohardaga","White Peas","White Peas","FAQ","7500","8000","7800","4/12/2021"
"23","UTTAR PRADESH","Maharajganj","Anandnagar","White Peas","White Peas","FAQ","5600","5750","5670","4/12/2021"
"24","UTTAR PRADESH","Auraiya","Auraiya","White Peas","White Peas","FAQ","5000","5500","5300","4/12/2021"
"25","UTTAR PRADESH","Azamgarh","Azamgarh","White Peas","White Peas","FAQ","5625","5725","5675","4/12/2021"
"26","UTTAR PRADESH","Ballia","Ballia","White Peas","White Peas","FAQ","6700","6780","6740","4/12/2021"
"27","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","White Peas","White Peas","FAQ","4700","4900","4800","4/12/2021"
"28","UTTAR PRADESH","Faizabad","Faizabad","White Peas","White Peas","FAQ","9300","9500","9400","4/12/2021"
"29","UTTAR PRADESH","Ghazipur","Gazipur","White Peas","White Peas","FAQ","6650","6700","6670","4/12/2021"
"30","UTTAR PRADESH","Ghaziabad","Ghaziabad","White Peas","White Peas","FAQ","7400","7500","7450","4/12/2021"
"31","UTTAR PRADESH","Gonda","Gonda","White Peas","White Peas","FAQ","5840","5860","5850","4/12/2021"
"32","UTTAR PRADESH","Gorakhpur","Gorakhpur","White Peas","White Peas","FAQ","5600","5710","5640","4/12/2021"
"33","UTTAR PRADESH","Jhansi","Jhansi","White Peas","White Peas","FAQ","4850","5050","4975","4/12/2021"
"34","UTTAR PRADESH","Jalaun (Orai)","Konch","White Peas","White Peas","FAQ","4840","4950","4900","4/12/2021"
"35","UTTAR PRADESH","Lucknow","Lucknow","White Peas","White Peas","FAQ","6400","6600","6500","4/12/2021"
"36","HIMACHAL PRADESH","Hamirpur","Maudaha","White Peas","White Peas","FAQ","5000","5200","5100","4/12/2021"
"37","UTTAR PRADESH","Jhansi","Moth","White Peas","White Peas","FAQ","4725","4980","4865","4/12/2021"
"38","UTTAR PRADESH","Gonda","Nawabganj","White Peas","White Peas","FAQ","5700","6800","5800","4/12/2021"
"39","UTTAR PRADESH","Jalaun (Orai)","Orai","White Peas","White Peas","FAQ","5000","5100","5030","4/12/2021"
"40","UTTAR PRADESH","Sonbhadra","Robertsganj","White Peas","White Peas","FAQ","6500","6750","6600","4/12/2021"
"41","CHHATTISGARH","Balrampur","Utraula","White Peas","White Peas","FAQ","5900","5950","5920","4/12/2021"
"42","MADHYA PRADESH","Ashoknagar","Chanderi","White Peas","White Peas","FAQ","4250","4485","4485","4/11/2021"
"43","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","White Peas","White Peas","FAQ","4700","4900","4800","4/11/2021"
"44","UTTAR PRADESH","Jhansi","Chirgaon","White Peas","White Peas","FAQ","4800","5050","4925","4/11/2021"
"45","UTTAR PRADESH","Faizabad","Faizabad","White Peas","White Peas","FAQ","5950","6050","6000","4/11/2021"
"46","UTTAR PRADESH","Ghaziabad","Ghaziabad","White Peas","White Peas","FAQ","7300","7500","7400","4/11/2021"
"47","UTTAR PRADESH","Gorakhpur","Gorakhpur","White Peas","White Peas","FAQ","5580","5700","5630","4/11/2021"
"48","UTTAR PRADESH","Jalaun (Orai)","Jalaun","White Peas","White Peas","FAQ","5150","5200","5176","4/11/2021"
"49","UTTAR PRADESH","Jalaun (Orai)","Konch","White Peas","White Peas","FAQ","4700","4800","4750","4/11/2021"
"50","UTTAR PRADESH","Mahoba","Mahoba","White Peas","White Peas","FAQ","4870","4950","4900","4/11/2021"
"51","HIMACHAL PRADESH","Hamirpur","Maudaha","White Peas","White Peas","FAQ","4850","5100","5000","4/11/2021"
"52","UTTAR PRADESH","Jhansi","Moth","White Peas","White Peas","FAQ","4750","5125","4920","4/11/2021"
"53","HIMACHAL PRADESH","Hamirpur","Muskara","White Peas","White Peas","FAQ","5080","5150","5100","4/11/2021"
"54","UTTAR PRADESH","Jalaun (Orai)","Orai","White Peas","White Peas","FAQ","4850","4950","4900","4/11/2021"
"55","UTTAR PRADESH","Sonbhadra","Robertsganj","White Peas","White Peas","FAQ","6500","6750","6610","4/11/2021"
"56","JHARKHAND","Lohardaga","Lohardaga","White Peas","White Peas","FAQ","7500","8000","7800","4/10/2021"
"57","MADHYA PRADESH","Ashoknagar","Chanderi","White Peas","White Peas","FAQ","4250","4485","4485","4/10/2021"
"58","UTTAR PRADESH","Maharajganj","Anandnagar","White Peas","White Peas","FAQ","5600","5760","5675","4/10/2021"
"59","UTTAR PRADESH","Auraiya","Auraiya","White Peas","White Peas","FAQ","5000","5500","5300","4/10/2021"
"60","UTTAR PRADESH","Azamgarh","Azamgarh","White Peas","White Peas","FAQ","5575","5675","5625","4/10/2021"
"61","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","White Peas","White Peas","FAQ","4700","4900","4800","4/10/2021"
"62","UTTAR PRADESH","Jhansi","Chirgaon","White Peas","White Peas","FAQ","4800","5050","4900","4/10/2021"
"63","UTTAR PRADESH","Faizabad","Faizabad","White Peas","White Peas","FAQ","5950","6050","6000","4/10/2021"
"64","UTTAR PRADESH","Ghazipur","Gazipur","White Peas","White Peas","FAQ","6650","6700","6670","4/10/2021"
"65","UTTAR PRADESH","Ghaziabad","Ghaziabad","White Peas","White Peas","FAQ","7350","7450","7400","4/10/2021"
"66","UTTAR PRADESH","Gonda","Gonda","White Peas","White Peas","FAQ","5840","5860","5850","4/10/2021"
"67","UTTAR PRADESH","Gorakhpur","Gorakhpur","White Peas","White Peas","FAQ","5550","5675","5600","4/10/2021"
"68","UTTAR PRADESH","Jalaun (Orai)","Jalaun","White Peas","White Peas","FAQ","5100","5165","5150","4/10/2021"
"69","UTTAR PRADESH","Lucknow","Lucknow","White Peas","White Peas","FAQ","6400","6600","6500","4/10/2021"
"70","UTTAR PRADESH","Mahoba","Mahoba","White Peas","White Peas","FAQ","4865","4960","4910","4/10/2021"
"71","HIMACHAL PRADESH","Hamirpur","Maudaha","White Peas","White Peas","FAQ","5000","5200","5100","4/10/2021"
"72","UTTAR PRADESH","Jhansi","Moth","White Peas","White Peas","FAQ","4780","5165","4950","4/10/2021"
"73","HIMACHAL PRADESH","Hamirpur","Muskara","White Peas","White Peas","FAQ","5100","5150","5130","4/10/2021"
"74","UTTAR PRADESH","Sonbhadra","Robertsganj","White Peas","White Peas","FAQ","6500","6710","6615","4/10/2021"
"75","CHHATTISGARH","Balrampur","Utraula","White Peas","White Peas","FAQ","5875","5925","5900","4/10/2021"
"76","JHARKHAND","Lohardaga","Lohardaga","White Peas","White Peas","FAQ","7500","8000","7800","4/9/2021"
"77","MADHYA PRADESH","Mandla","Bichhiya","White Peas","Other","FAQ","4000","4000","4000","4/9/2021"
"78","MADHYA PRADESH","Ashoknagar","Chanderi","White Peas","White Peas","FAQ","4250","4485","4485","4/9/2021"
"79","MADHYA PRADESH","Jabalpur","Jabalpur","White Peas","White Peas","FAQ","3200","4310","4000","4/9/2021"
"80","MADHYA PRADESH","Panna","Panna","White Peas","Other","FAQ","3801","4090","3950","4/9/2021"
"81","MADHYA PRADESH","Dindori","Shahpura","White Peas","Other","FAQ","3300","3500","3400","4/9/2021"
"82","UTTAR PRADESH","Auraiya","Auraiya","White Peas","White Peas","FAQ","4800","5400","5150","4/9/2021"
"83","UTTAR PRADESH","Azamgarh","Azamgarh","White Peas","White Peas","FAQ","5625","5720","5672","4/9/2021"
"84","","Badaun","Badayoun","White Peas","White Peas","FAQ","5900","6000","5955","4/9/2021"
"85","UTTAR PRADESH","Ballia","Ballia","White Peas","White Peas","FAQ","6700","6800","6750","4/9/2021"
"86","CHHATTISGARH","Balrampur","Balrampur","White Peas","White Peas","FAQ","6600","6800","6700","4/9/2021"
"87","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","White Peas","White Peas","FAQ","4600","4800","4700","4/9/2021"
"88","UTTAR PRADESH","Jhansi","Chirgaon","White Peas","White Peas","FAQ","4900","5150","5000","4/9/2021"
"89","UTTAR PRADESH","Faizabad","Faizabad","White Peas","White Peas","FAQ","5950","6050","6000","4/9/2021"
"90","UTTAR PRADESH","Ghaziabad","Ghaziabad","White Peas","White Peas","FAQ","7400","7500","7450","4/9/2021"
"91","UTTAR PRADESH","Gorakhpur","Gorakhpur","White Peas","White Peas","FAQ","5600","5850","5720","4/9/2021"
"92","UTTAR PRADESH","Jalaun (Orai)","Jalaun","White Peas","White Peas","FAQ","5150","5200","5181","4/9/2021"
"93","UTTAR PRADESH","Jhansi","Jhansi","White Peas","White Peas","FAQ","4890","5095","4990","4/9/2021"
"94","UTTAR PRADESH","Lucknow","Lucknow","White Peas","White Peas","FAQ","6400","6600","6500","4/9/2021"
"95","UTTAR PRADESH","Mahoba","Mahoba","White Peas","White Peas","FAQ","4880","4950","4920","4/9/2021"
"96","HIMACHAL PRADESH","Hamirpur","Maudaha","White Peas","White Peas","FAQ","5000","5200","5100","4/9/2021"
"97","UTTAR PRADESH","Jhansi","Moth","White Peas","White Peas","FAQ","4800","5100","5000","4/9/2021"
"98","HIMACHAL PRADESH","Hamirpur","Muskara","White Peas","White Peas","FAQ","5030","5200","5100","4/9/2021"
"99","UTTAR PRADESH","Gonda","Nawabganj","White Peas","White Peas","FAQ","5700","6800","5800","4/9/2021"
"100","UTTAR PRADESH","Jalaun (Orai)","Orai","White Peas","White Peas","FAQ","5100","5200","5150","4/9/2021"
"101","UTTAR PRADESH","Sonbhadra","Robertsganj","White Peas","White Peas","FAQ","6500","6750","6630","4/9/2021"
"102","CHHATTISGARH","Balrampur","Utraula","White Peas","White Peas","FAQ","5825","5880","5850","4/9/2021"
"103","CHHATTISGARH","Dhamtari","Kurud","White Peas","White Peas","FAQ","3000","3750","3750","4/8/2021"
"104","JHARKHAND","Lohardaga","Lohardaga","White Peas","White Peas","FAQ","7500","8000","7800","4/8/2021"
"105","MADHYA PRADESH","Raisen","Bareli","White Peas","Other","FAQ","4202","4202","4202","4/8/2021"
"106","MADHYA PRADESH","Mandla","Bichhiya","White Peas","Other","FAQ","4000","4000","4000","4/8/2021"
"107","MADHYA PRADESH","Jabalpur","Jabalpur","White Peas","White Peas","FAQ","1900","5600","4655","4/8/2021"
"108","MADHYA PRADESH","Mandla","Mandla","White Peas","Other","FAQ","4000","4150","4050","4/8/2021"
"109","MADHYA PRADESH","Jabalpur","Paatan","White Peas","White Peas","FAQ","4670","4670","4670","4/8/2021"
"110","MADHYA PRADESH","Panna","Panna","White Peas","Other","FAQ","3849","4027","3925","4/8/2021"
"111","UTTAR PRADESH","Maharajganj","Anandnagar","White Peas","White Peas","FAQ","5610","5760","5685","4/8/2021"
"112","UTTAR PRADESH","Auraiya","Auraiya","White Peas","White Peas","FAQ","4700","5400","5200","4/8/2021"
"113","UTTAR PRADESH","Azamgarh","Azamgarh","White Peas","White Peas","FAQ","5625","5710","5670","4/8/2021"
"114","UTTAR PRADESH","Ballia","Ballia","White Peas","White Peas","FAQ","6800","6900","6850","4/8/2021"
"115","CHHATTISGARH","Balrampur","Balrampur","White Peas","White Peas","FAQ","6600","6800","6700","4/8/2021"
"116","UTTAR PRADESH","Jhansi","Chirgaon","White Peas","White Peas","FAQ","4800","5050","4925","4/8/2021"
"117","UTTAR PRADESH","Ghazipur","Gazipur","White Peas","White Peas","FAQ","6680","6730","6700","4/8/2021"
"118","UTTAR PRADESH","Ghaziabad","Ghaziabad","White Peas","White Peas","FAQ","7400","7600","7500","4/8/2021"
"119","UTTAR PRADESH","Gonda","Gonda","White Peas","White Peas","FAQ","5820","5860","5840","4/8/2021"
"120","UTTAR PRADESH","Gorakhpur","Gorakhpur","White Peas","White Peas","FAQ","5600","5850","5725","4/8/2021"
"121","UTTAR PRADESH","Jalaun (Orai)","Jalaun","White Peas","White Peas","FAQ","5110","5170","5151","4/8/2021"
"122","UTTAR PRADESH","Jhansi","Jhansi","White Peas","White Peas","FAQ","4880","5095","4985","4/8/2021"
"123","UTTAR PRADESH","Lucknow","Lucknow","White Peas","White Peas","FAQ","6300","6500","6400","4/8/2021"
"124","UTTAR PRADESH","Mahoba","Mahoba","White Peas","White Peas","FAQ","4880","4940","4910","4/8/2021"
"125","HIMACHAL PRADESH","Hamirpur","Muskara","White Peas","White Peas","FAQ","5050","5150","5100","4/8/2021"
"126","UTTAR PRADESH","Gonda","Nawabganj","White Peas","White Peas","FAQ","5700","6800","5800","4/8/2021"
"127","UTTAR PRADESH","Jalaun (Orai)","Orai","White Peas","White Peas","FAQ","5000","5100","5050","4/8/2021"
"128","UTTAR PRADESH","Sonbhadra","Robertsganj","White Peas","White Peas","FAQ","6500","6750","6610","4/8/2021"
"129","JHARKHAND","Lohardaga","Lohardaga","White Peas","White Peas","FAQ","7500","8000","7800","4/7/2021"
"130","MADHYA PRADESH","Mandla","Bichhiya","White Peas","Other","FAQ","4200","4200","4200","4/7/2021"
"131","MADHYA PRADESH","Jabalpur","Jabalpur","White Peas","White Peas","FAQ","2400","4500","2700","4/7/2021"
"132","MADHYA PRADESH","Chhatarpur","LavKush Nagar(Laundi)","White Peas","White Peas","FAQ","4450","5195","4450","4/7/2021"
"133","UTTAR PRADESH","Maharajganj","Anandnagar","White Peas","White Peas","FAQ","5585","5745","5670","4/7/2021"
"134","UTTAR PRADESH","Auraiya","Auraiya","White Peas","White Peas","FAQ","4800","5400","5200","4/7/2021"
"135","UTTAR PRADESH","Azamgarh","Azamgarh","White Peas","White Peas","FAQ","5625","5725","5670","4/7/2021"
"136","UTTAR PRADESH","Ballia","Ballia","White Peas","White Peas","FAQ","6800","6880","6840","4/7/2021"
"137","CHHATTISGARH","Balrampur","Balrampur","White Peas","White Peas","FAQ","6500","6700","6600","4/7/2021"
"138","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","White Peas","White Peas","FAQ","4700","4900","4800","4/7/2021"
"139","UTTAR PRADESH","Jhansi","Chirgaon","White Peas","White Peas","FAQ","4670","5000","4850","4/7/2021"
"140","UTTAR PRADESH","Faizabad","Faizabad","White Peas","White Peas","FAQ","6050","6200","6100","4/7/2021"
"141","UTTAR PRADESH","Ghazipur","Gazipur","White Peas","White Peas","FAQ","6680","6730","6700","4/7/2021"
"142","UTTAR PRADESH","Ghaziabad","Ghaziabad","White Peas","White Peas","FAQ","7500","7600","7550","4/7/2021"
"143","UTTAR PRADESH","Gonda","Gonda","White Peas","White Peas","FAQ","5820","5860","5840","4/7/2021"
"144","UTTAR PRADESH","Gorakhpur","Gorakhpur","White Peas","White Peas","FAQ","5600","5800","5700","4/7/2021"
"145","UTTAR PRADESH","Jalaun (Orai)","Jalaun","White Peas","White Peas","FAQ","5120","5170","5150","4/7/2021"
"146","UTTAR PRADESH","Jhansi","Jhansi","White Peas","White Peas","FAQ","4880","5095","4980","4/7/2021"
"147","UTTAR PRADESH","Lucknow","Lucknow","White Peas","White Peas","FAQ","6300","6500","6400","4/7/2021"
"148","UTTAR PRADESH","Mahoba","Mahoba","White Peas","White Peas","FAQ","4840","4925","4880","4/7/2021"
"149","UTTAR PRADESH","Jhansi","Moth","White Peas","White Peas","FAQ","4880","5185","5060","4/7/2021"
"150","HIMACHAL PRADESH","Hamirpur","Muskara","White Peas","White Peas","FAQ","4900","5100","5050","4/7/2021"
"151","UTTAR PRADESH","Gonda","Nawabganj","White Peas","White Peas","FAQ","5700","6800","5800","4/7/2021"
"152","UTTAR PRADESH","Jalaun (Orai)","Orai","White Peas","White Peas","FAQ","4950","5000","4980","4/7/2021"
"153","CHHATTISGARH","Balrampur","Utraula","White Peas","White Peas","FAQ","5800","5885","5845","4/7/2021"
"154","JHARKHAND","Lohardaga","Lohardaga","White Peas","White Peas","FAQ","7500","8000","7800","4/6/2021"
"155","MADHYA PRADESH","Raisen","Bareli","White Peas","Other","FAQ","3251","3251","3251","4/6/2021"
"156","MADHYA PRADESH","Jabalpur","Jabalpur","White Peas","White Peas","FAQ","3305","4205","4205","4/6/2021"
"157","UTTAR PRADESH","Maharajganj","Anandnagar","White Peas","White Peas","FAQ","5580","5740","5665","4/6/2021"
"158","UTTAR PRADESH","Auraiya","Auraiya","White Peas","White Peas","FAQ","4700","5300","5150","4/6/2021"
"159","UTTAR PRADESH","Azamgarh","Azamgarh","White Peas","White Peas","FAQ","5625","5725","5675","4/6/2021"
"160","UTTAR PRADESH","Ballia","Ballia","White Peas","White Peas","FAQ","6810","6910","6860","4/6/2021"
"161","CHHATTISGARH","Balrampur","Balrampur","White Peas","White Peas","FAQ","6400","6600","6500","4/6/2021"
"162","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","White Peas","White Peas","FAQ","4700","4900","4800","4/6/2021"
"163","UTTAR PRADESH","Jhansi","Chirgaon","White Peas","White Peas","FAQ","4800","5000","4900","4/6/2021"
"164","UTTAR PRADESH","Faizabad","Faizabad","White Peas","White Peas","FAQ","5950","6050","6000","4/6/2021"
"165","UTTAR PRADESH","Ghazipur","Gazipur","White Peas","White Peas","FAQ","6780","6830","6800","4/6/2021"
"166","UTTAR PRADESH","Gonda","Gonda","White Peas","White Peas","FAQ","5780","5820","5800","4/6/2021"
"167","UTTAR PRADESH","Jalaun (Orai)","Jalaun","White Peas","White Peas","FAQ","5000","5065","5050","4/6/2021"
"168","UTTAR PRADESH","Jhansi","Jhansi","White Peas","White Peas","FAQ","4880","5095","4980","4/6/2021"
"169","UTTAR PRADESH","Lucknow","Lucknow","White Peas","White Peas","FAQ","6300","6500","6400","4/6/2021"
"170","HIMACHAL PRADESH","Hamirpur","Maudaha","White Peas","White Peas","FAQ","4750","4950","4850","4/6/2021"
"171","UTTAR PRADESH","Jhansi","Moth","White Peas","White Peas","FAQ","4920","5200","5090","4/6/2021"
"172","HIMACHAL PRADESH","Hamirpur","Muskara","White Peas","White Peas","FAQ","4800","4900","4850","4/6/2021"
"173","UTTAR PRADESH","Sonbhadra","Robertsganj","White Peas","White Peas","FAQ","6530","6780","6650","4/6/2021"
"174","CHHATTISGARH","Balrampur","Utraula","White Peas","White Peas","FAQ","5800","5860","5825","4/6/2021"
"175","JHARKHAND","Lohardaga","Lohardaga","White Peas","White Peas","FAQ","7500","8000","7800","4/5/2021"
"176","MADHYA PRADESH","Raisen","Bareli","White Peas","Other","FAQ","3000","3000","3000","4/5/2021"
"177","MADHYA PRADESH","Jabalpur","Jabalpur","White Peas","White Peas","FAQ","3200","4500","4240","4/5/2021"
"178","MADHYA PRADESH","Chhatarpur","LavKush Nagar(Laundi)","White Peas","White Peas","FAQ","4575","5000","5000","4/5/2021"
"179","MADHYA PRADESH","Jabalpur","Paatan","White Peas","White Peas","FAQ","3705","4775","3930","4/5/2021"
"180","UTTAR PRADESH","Maharajganj","Anandnagar","White Peas","White Peas","FAQ","5600","5750","5675","4/5/2021"
"181","UTTAR PRADESH","Auraiya","Auraiya","White Peas","White Peas","FAQ","4800","5400","5200","4/5/2021"
"182","UTTAR PRADESH","Azamgarh","Azamgarh","White Peas","White Peas","FAQ","5620","5720","5675","4/5/2021"
"183","UTTAR PRADESH","Ballia","Ballia","White Peas","White Peas","FAQ","6800","6900","6860","4/5/2021"
"184","CHHATTISGARH","Balrampur","Balrampur","White Peas","White Peas","FAQ","6100","6300","6200","4/5/2021"
"185","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","White Peas","White Peas","FAQ","4700","4900","4800","4/5/2021"
"186","UTTAR PRADESH","Faizabad","Faizabad","White Peas","White Peas","FAQ","5950","6050","6000","4/5/2021"
"187","UTTAR PRADESH","Ghazipur","Gazipur","White Peas","White Peas","FAQ","6800","6850","6830","4/5/2021"
"188","UTTAR PRADESH","Ghaziabad","Ghaziabad","White Peas","White Peas","FAQ","7600","7700","7660","4/5/2021"
"189","UTTAR PRADESH","Gonda","Gonda","White Peas","White Peas","FAQ","5550","5570","5560","4/5/2021"
"190","UTTAR PRADESH","Gorakhpur","Gorakhpur","White Peas","White Peas","FAQ","5600","5750","5680","4/5/2021"
"191","UTTAR PRADESH","Jhansi","Jhansi","White Peas","White Peas","FAQ","4890","5095","4990","4/5/2021"
"192","UTTAR PRADESH","Lucknow","Lucknow","White Peas","White Peas","FAQ","6300","6500","6400","4/5/2021"
"193","UTTAR PRADESH","Mahoba","Mahoba","White Peas","White Peas","FAQ","4820","4900","4860","4/5/2021"
"194","HIMACHAL PRADESH","Hamirpur","Maudaha","White Peas","White Peas","FAQ","4700","4950","4800","4/5/2021"
"195","UTTAR PRADESH","Jhansi","Moth","White Peas","White Peas","FAQ","4775","5050","4920","4/5/2021"
"196","UTTAR PRADESH","Gonda","Nawabganj","White Peas","White Peas","FAQ","5400","6500","5500","4/5/2021"
"197","UTTAR PRADESH","Jalaun (Orai)","Orai","White Peas","White Peas","FAQ","5050","5153","5100","4/5/2021"
"198","UTTAR PRADESH","Sonbhadra","Robertsganj","White Peas","White Peas","FAQ","6530","6800","6670","4/5/2021"
"199","CHHATTISGARH","Balrampur","Utraula","White Peas","White Peas","FAQ","5550","5600","5575","4/5/2021"
"200","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","White Peas","White Peas","FAQ","4750","4850","4800","4/4/2021"
"201","UTTAR PRADESH","Jhansi","Chirgaon","White Peas","White Peas","FAQ","4700","4950","4800","4/4/2021"
"202","UTTAR PRADESH","Faizabad","Faizabad","White Peas","White Peas","FAQ","5950","6050","6000","4/4/2021"
"203","UTTAR PRADESH","Ghaziabad","Ghaziabad","White Peas","White Peas","FAQ","7600","7700","7650","4/4/2021"
"204","UTTAR PRADESH","Gorakhpur","Gorakhpur","White Peas","White Peas","FAQ","5600","5800","5670","4/4/2021"
"205","UTTAR PRADESH","Jalaun (Orai)","Jalaun","White Peas","White Peas","FAQ","4900","4950","4940","4/4/2021"
"206","UTTAR PRADESH","Mahoba","Mahoba","White Peas","White Peas","FAQ","4845","4920","4875","4/4/2021"
"207","HIMACHAL PRADESH","Hamirpur","Maudaha","White Peas","White Peas","FAQ","4900","5100","5000","4/4/2021"
"208","UTTAR PRADESH","Jhansi","Moth","White Peas","White Peas","FAQ","4620","4900","4780","4/4/2021"
"209","HIMACHAL PRADESH","Hamirpur","Muskara","White Peas","White Peas","FAQ","4800","4850","4830","4/4/2021"
"210","UTTAR PRADESH","Gonda","Nawabganj","White Peas","White Peas","FAQ","5400","6500","5500","4/4/2021"
"211","UTTAR PRADESH","Jalaun (Orai)","Orai","White Peas","White Peas","FAQ","4950","5011","5000","4/4/2021"
"212","UTTAR PRADESH","Sonbhadra","Robertsganj","White Peas","White Peas","FAQ","6530","6800","6685","4/4/2021"
"213","CHHATTISGARH","Dhamtari","Kurud","White Peas","White Peas","FAQ","3599","3801","3801","4/3/2021"
"214","JHARKHAND","Lohardaga","Lohardaga","White Peas","White Peas","FAQ","7500","8000","7800","4/3/2021"
"215","MADHYA PRADESH","Chhatarpur","LavKush Nagar(Laundi)","White Peas","White Peas","FAQ","4800","5100","5000","4/3/2021"
"216","MADHYA PRADESH","Jabalpur","Paatan","White Peas","White Peas","FAQ","4455","4455","4455","4/3/2021"
"217","UTTAR PRADESH","Maharajganj","Anandnagar","White Peas","White Peas","FAQ","5630","5775","5700","4/3/2021"
"218","UTTAR PRADESH","Auraiya","Auraiya","White Peas","White Peas","FAQ","4800","5400","5200","4/3/2021"
"219","UTTAR PRADESH","Azamgarh","Azamgarh","White Peas","White Peas","FAQ","5700","5800","5750","4/3/2021"
"220","UTTAR PRADESH","Ballia","Ballia","White Peas","White Peas","FAQ","6790","6920","6850","4/3/2021"
"221","CHHATTISGARH","Balrampur","Balrampur","White Peas","White Peas","FAQ","5700","5900","5800","4/3/2021"
"222","HIMACHAL PRADESH","Hamirpur","Bharuasumerpur","White Peas","White Peas","FAQ","4700","4900","4800","4/3/2021"
"223","UTTAR PRADESH","Jhansi","Chirgaon","White Peas","White Peas","FAQ","4700","5100","4850","4/3/2021"
"224","","Gautam Budh Nagar","Dadri","White Peas","White Peas","FAQ","7400","7600","7500","4/3/2021"
"225","UTTAR PRADESH","Faizabad","Faizabad","White Peas","White Peas","FAQ","5655","5800","5700","4/3/2021"
"226","UTTAR PRADESH","Ghazipur","Gazipur","White Peas","White Peas","FAQ","6870","6930","6900","4/3/2021"
"227","UTTAR PRADESH","Ghaziabad","Ghaziabad","White Peas","White Peas","FAQ","7550","7750","7650","4/3/2021"
"228","UTTAR PRADESH","Gorakhpur","Gorakhpur","White Peas","White Peas","FAQ","5550","5800","5650","4/3/2021"
"229","UTTAR PRADESH","Jalaun (Orai)","Jalaun","White Peas","White Peas","FAQ","4900","4965","4940","4/3/2021"
"230","UTTAR PRADESH","Jhansi","Jhansi","White Peas","White Peas","FAQ","4880","5095","4985","4/3/2021"
"231","UTTAR PRADESH","Mahoba","Mahoba","White Peas","White Peas","FAQ","4840","4910","4870","4/3/2021"
"232","HIMACHAL PRADESH","Hamirpur","Maudaha","White Peas","White Peas","FAQ","4900","5100","5000","4/3/2021"
"233","UTTAR PRADESH","Jhansi","Moth","White Peas","White Peas","FAQ","4700","4990","4870","4/3/2021"
"234","HIMACHAL PRADESH","Hamirpur","Muskara","White Peas","White Peas","FAQ","4900","4980","4950","4/3/2021"
"235","UTTAR PRADESH","Gonda","Nawabganj","White Peas","White Peas","FAQ","5400","6500","5500","4/3/2021"
