"Sl no.","State Name","District Name","Market Name","Commodity","Variety","Grade","Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Price Date"
"1","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","500","600","550","4/12/2021"
"2","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1000","1200","1100","4/12/2021"
"3","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","750","1000","900","4/12/2021"
"4","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","4/10/2021"
"5","PUNJAB","Jalandhar","Bilga","Turnip","Other","FAQ","4000","4200","4100","4/10/2021"
"6","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","4/9/2021"
"7","PUNJAB","Hoshiarpur","Hoshiarpur(Sham Churasi)","Turnip","Turnip","FAQ","1000","1700","1500","4/9/2021"
"8","PUNJAB","Hoshiarpur","Hoshiarpur(Sham Churasi)","Turnip","Turnip","FAQ","1500","2000","1800","4/8/2021"
"9","HIMACHAL PRADESH","Kangra","Kangra(Baijnath)","Turnip","Other","FAQ","1400","1400","1400","4/7/2021"
"10","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","1000","1200","1100","4/7/2021"
"11","PUNJAB","Hoshiarpur","Hoshiarpur(Sham Churasi)","Turnip","Turnip","FAQ","1000","1500","1200","4/7/2021"
"12","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","1000","1200","1100","4/6/2021"
"13","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1200","1400","1300","4/6/2021"
"14","PUNJAB","Hoshiarpur","Hoshiarpur","Turnip","Other","FAQ","700","1000","800","4/6/2021"
"15","PUNJAB","Hoshiarpur","Hoshiarpur(Sham Churasi)","Turnip","Turnip","FAQ","1000","1400","1200","4/6/2021"
"16","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","900","1100","1000","4/5/2021"
"17","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1200","1400","1300","4/5/2021"
"18","PUNJAB","Hoshiarpur","Hoshiarpur","Turnip","Other","FAQ","800","1200","1000","4/5/2021"
"19","PUNJAB","Hoshiarpur","Hoshiarpur","Turnip","Other","FAQ","1000","1400","1200","4/4/2021"
"20","HIMACHAL PRADESH","Shimla","Shimla","Turnip","Other","FAQ","1000","1200","1100","4/3/2021"
"21","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1000","1200","1100","4/3/2021"
"22","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","700","600","4/3/2021"
"23","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1000","1200","1100","4/2/2021"
"24","PUNJAB","Hoshiarpur","Hoshiarpur","Turnip","Other","FAQ","1400","1600","1500","4/2/2021"
"25","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","800","600","4/2/2021"
"26","JAMMU AND KASHMIR","Jammu","Akhnoor","Turnip","Other","FAQ","1600","1800","1700","4/1/2021"
"27","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","900","1100","1000","4/1/2021"
"28","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","700","600","4/1/2021"
"29","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","500","600","550","3/31/2021"
"30","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","700","800","750","3/31/2021"
"31","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","1000","1200","1100","3/31/2021"
"32","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","500","800","650","3/31/2021"
"33","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1000","1200","1100","3/31/2021"
"34","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","800","600","3/31/2021"
"35","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","700","900","800","3/31/2021"
"36","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/30/2021"
"37","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","500","600","550","3/30/2021"
"38","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","700","800","750","3/30/2021"
"39","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","1000","1200","1100","3/30/2021"
"40","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","400","700","550","3/30/2021"
"41","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","900","1100","1000","3/30/2021"
"42","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","500","600","500","3/30/2021"
"43","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","800","600","3/30/2021"
"44","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","500","700","650","3/30/2021"
"45","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/29/2021"
"46","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","500","600","550","3/29/2021"
"47","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","500","700","600","3/29/2021"
"48","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","900","1200","1050","3/29/2021"
"49","PUNJAB","Hoshiarpur","Hoshiarpur","Turnip","Other","FAQ","700","900","800","3/29/2021"
"50","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","700","600","3/29/2021"
"51","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","450","700","600","3/29/2021"
"52","PUNJAB","Hoshiarpur","Hoshiarpur","Turnip","Other","FAQ","500","800","700","3/28/2021"
"53","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","450","700","600","3/28/2021"
"54","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/27/2021"
"55","HIMACHAL PRADESH","Kangra","Kangra","Turnip","Other","FAQ","800","1000","900","3/27/2021"
"56","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","3/27/2021"
"57","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","800","1000","900","3/27/2021"
"58","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","900","1100","1000","3/27/2021"
"59","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","900","1200","1050","3/27/2021"
"60","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","600","500","3/27/2021"
"61","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","400","650","500","3/27/2021"
"62","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/26/2021"
"63","HIMACHAL PRADESH","Hamirpur","Hamirpur(Nadaun)","Turnip","Other","FAQ","1000","1000","1000","3/26/2021"
"64","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Turnip","Other","FAQ","800","1000","900","3/26/2021"
"65","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","3/26/2021"
"66","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","800","1000","900","3/26/2021"
"67","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","400","600","500","3/26/2021"
"68","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","900","1100","1000","3/26/2021"
"69","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/26/2021"
"70","HIMACHAL PRADESH","Hamirpur","Hamirpur(Nadaun)","Turnip","Other","FAQ","1000","1000","1000","3/26/2021"
"71","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Turnip","Other","FAQ","800","1000","900","3/26/2021"
"72","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","3/26/2021"
"73","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","800","1000","900","3/26/2021"
"74","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","400","600","500","3/26/2021"
"75","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","900","1100","1000","3/26/2021"
"76","HIMACHAL PRADESH","Kangra","Kangra(Baijnath)","Turnip","Other","FAQ","1200","1200","1200","3/25/2021"
"77","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","800","1100","1000","3/25/2021"
"78","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","900","1100","1000","3/25/2021"
"79","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","300","600","450","3/25/2021"
"80","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","800","1000","900","3/25/2021"
"81","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","550","650","550","3/25/2021"
"82","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","600","500","3/25/2021"
"83","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","550","850","700","3/25/2021"
"84","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/24/2021"
"85","HIMACHAL PRADESH","Hamirpur","Hamirpur(Nadaun)","Turnip","Other","FAQ","1000","1000","1000","3/24/2021"
"86","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Turnip","Other","FAQ","800","1000","900","3/24/2021"
"87","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","3/24/2021"
"88","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","800","1000","900","3/24/2021"
"89","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","900","1100","1000","3/24/2021"
"90","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","400","600","500","3/24/2021"
"91","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","900","1100","1000","3/24/2021"
"92","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","700","800","800","3/24/2021"
"93","PUNJAB","Barnala","Barnala","Turnip","Other","FAQ","700","700","700","3/24/2021"
"94","PUNJAB","Ferozpur","Ferozepur Cantt.","Turnip","Turnip","FAQ","500","600","550","3/24/2021"
"95","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","600","500","3/24/2021"
"96","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","550","850","700","3/24/2021"
"97","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","3/23/2021"
"98","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","800","1000","900","3/23/2021"
"99","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","300","600","450","3/23/2021"
"100","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1400","1600","1500","3/23/2021"
"101","PUNJAB","Barnala","Barnala","Turnip","Other","FAQ","1000","1000","1000","3/23/2021"
"102","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","600","500","3/23/2021"
"103","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","750","1100","900","3/23/2021"
"104","HIMACHAL PRADESH","Kangra","Kangra(Baijnath)","Turnip","Other","FAQ","1200","1200","1200","3/22/2021"
"105","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Turnip","Other","FAQ","800","1000","900","3/22/2021"
"106","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","3/22/2021"
"107","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","800","1000","900","3/22/2021"
"108","HIMACHAL PRADESH","Shimla","Shimla","Turnip","Other","FAQ","1000","1400","1200","3/22/2021"
"109","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","900","1100","1000","3/22/2021"
"110","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","400","600","500","3/22/2021"
"111","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1300","1500","1400","3/22/2021"
"112","MEGHALAYA","East Khasi Hills","Shillong","Turnip","Turnip","FAQ","3200","3500","3300","3/22/2021"
"113","PUNJAB","Jalandhar","Adampur","Turnip","Other","FAQ","400","600","600","3/22/2021"
"114","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","700","800","700","3/22/2021"
"115","PUNJAB","Ferozpur","Ferozepur Cantt.","Turnip","Turnip","FAQ","400","500","450","3/22/2021"
"116","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","300","700","500","3/22/2021"
"117","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","600","700","650","3/22/2021"
"118","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","640","650","650","3/21/2021"
"119","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","550","800","600","3/21/2021"
"120","PUNJAB","Sangrur","Sangrur","Turnip","Other","FAQ","700","800","800","3/21/2021"
"121","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/20/2021"
"122","HIMACHAL PRADESH","Hamirpur","Hamirpur(Nadaun)","Turnip","Other","FAQ","1000","1000","1000","3/20/2021"
"123","HIMACHAL PRADESH","Kangra","Kangra(Baijnath)","Turnip","Other","FAQ","1200","1200","1200","3/20/2021"
"124","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Turnip","Other","FAQ","800","1000","900","3/20/2021"
"125","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","3/20/2021"
"126","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","800","1000","900","3/20/2021"
"127","HIMACHAL PRADESH","Shimla","Shimla","Turnip","Other","FAQ","1000","1400","1200","3/20/2021"
"128","JAMMU AND KASHMIR","Jammu","Akhnoor","Turnip","Other","FAQ","600","800","700","3/20/2021"
"129","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","900","1100","1000","3/20/2021"
"130","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","400","600","500","3/20/2021"
"131","MEGHALAYA","East Khasi Hills","Shillong","Turnip","Turnip","FAQ","3000","3300","3200","3/20/2021"
"132","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","500","500","500","3/20/2021"
"133","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","300","600","400","3/20/2021"
"134","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","500","800","650","3/20/2021"
"135","PUNJAB","Sangrur","Sangrur","Turnip","Other","FAQ","800","900","900","3/20/2021"
"136","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/19/2021"
"137","HIMACHAL PRADESH","Hamirpur","Hamirpur(Nadaun)","Turnip","Other","FAQ","900","1000","950","3/19/2021"
"138","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Turnip","Other","FAQ","800","1000","900","3/19/2021"
"139","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","3/19/2021"
"140","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","800","1000","900","3/19/2021"
"141","HIMACHAL PRADESH","Shimla","Shimla","Turnip","Other","FAQ","1200","1500","1300","3/19/2021"
"142","JAMMU AND KASHMIR","Jammu","Akhnoor","Turnip","Other","FAQ","500","600","550","3/19/2021"
"143","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","900","1100","1000","3/19/2021"
"144","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","600","800","700","3/19/2021"
"145","MEGHALAYA","East Khasi Hills","Shillong","Turnip","Turnip","FAQ","3000","3400","3250","3/19/2021"
"146","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","900","1000","900","3/19/2021"
"147","PUNJAB","Hoshiarpur","Garh Shankar","Turnip","Turnip","FAQ","700","900","800","3/19/2021"
"148","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","300","600","400","3/19/2021"
"149","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","550","800","700","3/19/2021"
"150","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/18/2021"
"151","HIMACHAL PRADESH","Kangra","Kangra","Turnip","Other","FAQ","700","800","750","3/18/2021"
"152","HIMACHAL PRADESH","Kangra","Kangra(Baijnath)","Turnip","Other","FAQ","1400","1400","1400","3/18/2021"
"153","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Turnip","Other","FAQ","800","1000","900","3/18/2021"
"154","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","1000","1100","1050","3/18/2021"
"155","HIMACHAL PRADESH","Shimla","Shimla","Turnip","Other","FAQ","1000","1200","1100","3/18/2021"
"156","JAMMU AND KASHMIR","Jammu","Akhnoor","Turnip","Other","FAQ","500","600","550","3/18/2021"
"157","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","900","1100","1000","3/18/2021"
"158","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","500","700","600","3/18/2021"
"159","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1300","1500","1400","3/18/2021"
"160","MEGHALAYA","East Khasi Hills","Shillong","Turnip","Turnip","FAQ","3000","3200","3100","3/18/2021"
"161","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","700","800","700","3/18/2021"
"162","PUNJAB","Gurdaspur","Gurdaspur","Turnip","Other","FAQ","300","500","400","3/18/2021"
"163","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","300","600","400","3/18/2021"
"164","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","650","850","700","3/18/2021"
"165","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/17/2021"
"166","HIMACHAL PRADESH","Hamirpur","Hamirpur(Nadaun)","Turnip","Other","FAQ","900","1000","950","3/17/2021"
"167","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","700","800","750","3/17/2021"
"168","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","1000","1100","1050","3/17/2021"
"169","HIMACHAL PRADESH","Shimla","Shimla","Turnip","Other","FAQ","1000","1500","1200","3/17/2021"
"170","JAMMU AND KASHMIR","Jammu","Akhnoor","Turnip","Other","FAQ","500","600","550","3/17/2021"
"171","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","900","1100","1000","3/17/2021"
"172","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","600","800","700","3/17/2021"
"173","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1200","1400","1300","3/17/2021"
"174","MEGHALAYA","East Khasi Hills","Shillong","Turnip","Turnip","FAQ","3000","3200","3100","3/17/2021"
"175","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","700","700","700","3/17/2021"
"176","PUNJAB","Hoshiarpur","Hoshiarpur","Turnip","Other","FAQ","400","800","500","3/17/2021"
"177","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","400","800","600","3/17/2021"
"178","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","500","700","650","3/17/2021"
"179","PUNJAB","Sangrur","Sangrur","Turnip","Other","FAQ","1200","1200","1200","3/17/2021"
"180","HIMACHAL PRADESH","Kangra","Kangra","Turnip","Other","FAQ","700","800","750","3/16/2021"
"181","HIMACHAL PRADESH","Kangra","Kangra(Baijnath)","Turnip","Other","FAQ","1300","1400","1400","3/16/2021"
"182","HIMACHAL PRADESH","Kangra","Kangra(Jassour)","Turnip","Other","FAQ","600","700","650","3/16/2021"
"183","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","900","1100","1000","3/16/2021"
"184","HIMACHAL PRADESH","Shimla","Shimla","Turnip","Other","FAQ","800","1000","900","3/16/2021"
"185","JAMMU AND KASHMIR","Jammu","Akhnoor","Turnip","Other","FAQ","500","600","550","3/16/2021"
"186","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","800","1000","900","3/16/2021"
"187","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","600","800","700","3/16/2021"
"188","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1300","1500","1400","3/16/2021"
"189","MEGHALAYA","East Khasi Hills","Shillong","Turnip","Turnip","FAQ","3000","3500","3300","3/16/2021"
"190","PUNJAB","Barnala","Barnala","Turnip","Other","FAQ","1000","1000","1000","3/16/2021"
"191","PUNJAB","Hoshiarpur","Garh Shankar","Turnip","Turnip","FAQ","700","1000","800","3/16/2021"
"192","PUNJAB","Hoshiarpur","Hoshiarpur","Turnip","Other","FAQ","700","1000","800","3/16/2021"
"193","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","300","800","600","3/16/2021"
"194","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","550","800","700","3/16/2021"
"195","PUNJAB","Sangrur","Sangrur","Turnip","Other","FAQ","700","800","800","3/16/2021"
"196","HIMACHAL PRADESH","Kullu","Bhuntar","Turnip","Other","FAQ","1000","1200","1100","3/15/2021"
"197","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/15/2021"
"198","HIMACHAL PRADESH","Kangra","Kangra","Turnip","Other","FAQ","800","1000","900","3/15/2021"
"199","HIMACHAL PRADESH","Kangra","Kangra(Baijnath)","Turnip","Other","FAQ","1200","1700","1500","3/15/2021"
"200","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Turnip","Other","FAQ","800","1000","900","3/15/2021"
"201","HIMACHAL PRADESH","Kangra","Palampur","Turnip","Other","FAQ","1000","1100","1050","3/15/2021"
"202","HIMACHAL PRADESH","Shimla","Shimla","Turnip","Other","FAQ","500","700","600","3/15/2021"
"203","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","800","1000","900","3/15/2021"
"204","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","600","800","700","3/15/2021"
"205","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1200","1500","1350","3/15/2021"
"206","MEGHALAYA","East Khasi Hills","Shillong","Turnip","Turnip","FAQ","3000","3500","3300","3/15/2021"
"207","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","600","700","700","3/15/2021"
"208","PUNJAB","Barnala","Barnala","Turnip","Other","FAQ","700","700","700","3/15/2021"
"209","PUNJAB","Hoshiarpur","Garh Shankar","Turnip","Turnip","FAQ","800","1000","900","3/15/2021"
"210","PUNJAB","Hoshiarpur","Hoshiarpur(Sham Churasi)","Turnip","Turnip","FAQ","1000","2000","1500","3/15/2021"
"211","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","300","800","600","3/15/2021"
"212","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","600","800","700","3/15/2021"
"213","PUNJAB","Nawanshahr","Nawan Shahar(Subzi Mandi)","Turnip","Other","FAQ","400","500","460","3/15/2021"
"214","HARYANA","Yamuna Nagar","Chhachrauli","Turnip","Turnip","FAQ","650","650","650","3/14/2021"
"215","HIMACHAL PRADESH","Kullu","Bhuntar","Turnip","Other","FAQ","1000","1200","1100","3/14/2021"
"216","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","700","700","700","3/14/2021"
"217","PUNJAB","Hoshiarpur","Hoshiarpur","Turnip","Other","FAQ","1500","2000","1500","3/14/2021"
"218","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","500","800","650","3/14/2021"
"219","HARYANA","Yamuna Nagar","Chhachrauli","Turnip","Turnip","FAQ","600","600","600","3/13/2021"
"220","HARYANA","Kurukshetra","Shahabad","Turnip","Turnip","FAQ","400","400","400","3/13/2021"
"221","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/13/2021"
"222","HIMACHAL PRADESH","Hamirpur","Hamirpur(Nadaun)","Turnip","Other","FAQ","900","1000","950","3/13/2021"
"223","HIMACHAL PRADESH","Kangra","Kangra(Baijnath)","Turnip","Other","FAQ","1500","1600","1600","3/13/2021"
"224","HIMACHAL PRADESH","Kullu","Kullu","Turnip","Other","FAQ","1700","2000","1800","3/13/2021"
"225","JAMMU AND KASHMIR","Jammu","Batote","Turnip","Other","FAQ","800","1000","900","3/13/2021"
"226","JAMMU AND KASHMIR","Jammu","Narwal Jammu (F&V)","Turnip","Turnip","FAQ","600","800","700","3/13/2021"
"227","JAMMU AND KASHMIR","Srinagar","Parimpore","Turnip","Other","FAQ","1000","1200","1100","3/13/2021"
"228","MEGHALAYA","East Khasi Hills","Shillong","Turnip","Turnip","FAQ","3000","3300","3200","3/13/2021"
"229","PUNJAB","Amritsar","Ajnala","Turnip","Turnip","FAQ","600","700","600","3/13/2021"
"230","PUNJAB","Hoshiarpur","Hoshiarpur","Turnip","Other","FAQ","1000","1200","1200","3/13/2021"
"231","PUNJAB","Jalandhar","Jalandhar City(Jalandhar)","Turnip","Turnip","FAQ","300","900","700","3/13/2021"
"232","PUNJAB","Sangrur","Malerkotla","Turnip","Other","FAQ","550","800","700","3/13/2021"
"233","PUNJAB","Sangrur","Sangrur","Turnip","Other","FAQ","600","600","600","3/13/2021"
"234","HARYANA","Yamuna Nagar","Chhachrauli","Turnip","Turnip","FAQ","650","650","650","3/12/2021"
"235","HIMACHAL PRADESH","Kullu","Bhuntar","Turnip","Other","FAQ","800","1000","900","3/12/2021"
"236","HIMACHAL PRADESH","Hamirpur","Hamirpur","Turnip","Other","FAQ","1000","1000","1000","3/12/2021"
"237","HIMACHAL PRADESH","Hamirpur","Hamirpur(Nadaun)","Turnip","Other","FAQ","1000","1000","1000","3/12/2021"
"238","HIMACHAL PRADESH","Kangra","Kangra","Turnip","Other","FAQ","800","1000","900","3/12/2021"
"239","HIMACHAL PRADESH","Kangra","Kangra(Baijnath)","Turnip","Other","FAQ","1200","1200","1200","3/12/2021"
"240","HIMACHAL PRADESH","Kangra","Kangra(Jaisinghpur)","Turnip","Other","FAQ","800","1000","900","3/12/2021"
